review_id,transaction_id,user_id,product_id,rating,review_text,review_date,helpful_votes,cleaned_text,sentiment,sentiment_binary
R000877,T027345,U03568,P00891,4,"Outstanding product, worth every penny.",2025-06-09 11:59:05.521103,79,outstanding product worth every penny,2,1
R000878,T035438,U04845,P00680,4,"Outstanding product, worth every penny.",2025-02-25 11:10:29.521103,91,outstanding product worth every penny,2,1
R000879,T025018,U03677,P00115,3,"Product is okay, meets basic expectations.",2025-04-24 17:10:26.521103,23,product okay meet basic expectation,1,0
R000880,T047804,U00442,P00314,4,Very satisfied with this purchase.,2025-06-04 18:16:38.521103,3,satisfied purchase,2,1
R000881,T045721,U02382,P00599,5,Excellent product! Highly recommended.,2025-07-11 10:00:47.521103,42,excellent product highly recommended,2,1
R000882,T021837,U00596,P00106,2,"Not satisfied, quality could be better.",2025-02-15 06:34:01.521103,48,satisfied quality could better,0,0
R000883,T015378,U01312,P00074,4,"Outstanding product, worth every penny.",2024-12-04 00:19:00.521103,10,outstanding product worth every penny,2,1
R000884,T026754,U02848,P00339,5,Best purchase I've made this year!,2025-04-29 20:15:17.521103,20,best purchase ive made year,2,1
R000885,T013426,U04292,P00860,4,Best purchase I've made this year!,2025-09-05 04:13:42.521103,25,best purchase ive made year,2,1
R000886,T019669,U02861,P00250,4,Very satisfied with this purchase.,2025-04-19 23:17:37.521103,96,satisfied purchase,2,1
R000887,T037809,U01281,P00592,5,"Great quality, exactly what I needed.",2025-03-05 07:55:30.521103,51,great quality exactly needed,2,1
R000888,T048485,U00197,P00626,4,"Great quality, exactly what I needed.",2025-01-17 05:42:20.521103,94,great quality exactly needed,2,1
R000889,T046476,U00689,P00026,5,Very satisfied with this purchase.,2025-09-11 08:53:27.521103,6,satisfied purchase,2,1
R000890,T025639,U04094,P00528,4,Excellent product! Highly recommended.,2024-11-25 06:12:06.521103,89,excellent product highly recommended,2,1
R000891,T002980,U02077,P00012,3,"Product is okay, meets basic expectations.",2025-10-30 22:12:29.521103,13,product okay meet basic expectation,1,0
R000892,T042162,U04404,P00034,4,Best purchase I've made this year!,2025-03-17 19:14:45.521103,69,best purchase ive made year,2,1
R000893,T029707,U02161,P00137,5,Very satisfied with this purchase.,2025-09-28 16:25:12.521103,80,satisfied purchase,2,1
R000894,T041733,U03812,P00882,2,"Not satisfied, quality could be better.",2025-09-19 19:49:23.521103,19,satisfied quality could better,0,0
R000895,T041678,U01431,P00078,4,Excellent product! Highly recommended.,2025-10-16 21:32:09.521103,95,excellent product highly recommended,2,1
R000896,T003284,U04995,P00508,4,Very satisfied with this purchase.,2025-07-20 14:55:57.521103,78,satisfied purchase,2,1
R000897,T018856,U00566,P00641,5,Excellent product! Highly recommended.,2025-06-02 10:58:32.521103,30,excellent product highly recommended,2,1
R000898,T033015,U03736,P00115,4,"Great quality, exactly what I needed.",2025-02-16 20:50:19.521103,78,great quality exactly needed,2,1
R000899,T009613,U03020,P00397,4,Very satisfied with this purchase.,2025-06-07 01:27:56.521103,52,satisfied purchase,2,1
R000900,T040691,U00271,P00936,5,Very satisfied with this purchase.,2025-02-10 13:13:51.521103,65,satisfied purchase,2,1
R000901,T028795,U02710,P00645,5,"Outstanding product, worth every penny.",2025-11-20 19:59:15.521103,14,outstanding product worth every penny,2,1
R000902,T001473,U03043,P00850,5,Very satisfied with this purchase.,2025-02-22 23:21:44.521103,52,satisfied purchase,2,1
R000903,T043179,U02612,P00100,4,Excellent product! Highly recommended.,2025-05-09 08:41:35.521103,85,excellent product highly recommended,2,1
R000904,T040397,U01904,P00636,5,"Outstanding product, worth every penny.",2025-01-07 00:04:43.521103,41,outstanding product worth every penny,2,1
R000905,T004605,U04086,P00112,5,"Outstanding product, worth every penny.",2025-05-26 00:56:59.521103,52,outstanding product worth every penny,2,1
R000906,T047574,U04920,P00562,4,Very satisfied with this purchase.,2025-04-07 09:13:57.521103,45,satisfied purchase,2,1
R000907,T004218,U04115,P00271,2,Disappointed with this purchase.,2025-08-20 08:20:21.521103,49,disappointed purchase,0,0
R000908,T046617,U04620,P00524,4,Very satisfied with this purchase.,2025-10-07 03:14:35.521103,7,satisfied purchase,2,1
R000909,T018196,U01535,P00776,1,"Not satisfied, quality could be better.",2025-07-15 03:40:34.521103,56,satisfied quality could better,0,0
R000910,T002471,U04731,P00661,4,Very satisfied with this purchase.,2025-05-29 16:40:43.521103,78,satisfied purchase,2,1
R000911,T043082,U03147,P00126,4,"Outstanding product, worth every penny.",2025-09-11 12:18:19.521103,9,outstanding product worth every penny,2,1
R000912,T017701,U04262,P00029,3,"It's fine, does what it's supposed to do.",2025-05-23 17:04:25.521103,49,fine supposed,1,0
R000913,T014325,U00949,P00893,4,Excellent product! Highly recommended.,2025-05-27 11:10:16.521103,45,excellent product highly recommended,2,1
R000914,T042288,U04799,P00178,4,"Great quality, exactly what I needed.",2025-04-26 00:38:59.521103,28,great quality exactly needed,2,1
R000915,T041149,U03172,P00557,5,Very satisfied with this purchase.,2024-12-22 05:43:35.521103,78,satisfied purchase,2,1
R000916,T021854,U03593,P00875,5,Very satisfied with this purchase.,2025-02-19 18:42:23.521103,75,satisfied purchase,2,1
R000917,T004402,U00206,P00267,4,Excellent product! Highly recommended.,2025-07-10 19:43:47.521103,86,excellent product highly recommended,2,1
R000918,T016002,U00317,P00404,4,Very satisfied with this purchase.,2024-12-29 07:44:28.521103,49,satisfied purchase,2,1
R000919,T027103,U01367,P00429,5,"Outstanding product, worth every penny.",2025-04-13 14:32:24.521103,60,outstanding product worth every penny,2,1
R000920,T047214,U01151,P00528,5,"Outstanding product, worth every penny.",2025-06-04 22:42:43.521103,15,outstanding product worth every penny,2,1
R000921,T034511,U00407,P00097,4,Best purchase I've made this year!,2025-03-13 13:47:42.521103,47,best purchase ive made year,2,1
R000922,T008623,U04279,P00502,5,Excellent product! Highly recommended.,2024-12-29 15:19:21.521103,68,excellent product highly recommended,2,1
R000923,T045384,U04729,P00134,4,Best purchase I've made this year!,2025-01-13 21:04:49.521103,14,best purchase ive made year,2,1
R000924,T013907,U02255,P00802,4,"Great quality, exactly what I needed.",2025-03-07 04:02:22.521103,72,great quality exactly needed,2,1
R000925,T036375,U00661,P00466,4,"Outstanding product, worth every penny.",2025-10-07 19:19:41.521103,42,outstanding product worth every penny,2,1
R000926,T049325,U00579,P00916,3,"It's fine, does what it's supposed to do.",2025-08-16 13:51:49.521103,26,fine supposed,1,0
R000927,T049635,U04234,P00464,4,Excellent product! Highly recommended.,2025-06-09 22:39:24.521103,98,excellent product highly recommended,2,1
R000928,T006764,U00238,P00688,5,"Great quality, exactly what I needed.",2024-12-11 08:42:38.521103,7,great quality exactly needed,2,1
R000929,T042703,U03857,P00037,4,Excellent product! Highly recommended.,2025-05-24 23:34:31.521103,57,excellent product highly recommended,2,1
R000930,T029207,U02971,P00734,2,Did not meet my expectations.,2025-09-04 04:50:57.521103,24,meet expectation,0,0
R000931,T014313,U04882,P00281,4,"Outstanding product, worth every penny.",2025-01-12 01:29:41.521103,41,outstanding product worth every penny,2,1
R000932,T037946,U01452,P00236,5,Excellent product! Highly recommended.,2025-02-07 09:57:48.521103,77,excellent product highly recommended,2,1
R000933,T021268,U03219,P00443,5,"Outstanding product, worth every penny.",2025-01-22 02:28:36.521103,74,outstanding product worth every penny,2,1
R000934,T039340,U04748,P00577,4,Best purchase I've made this year!,2025-07-27 15:53:35.521103,20,best purchase ive made year,2,1
R000935,T048302,U02996,P00355,5,Best purchase I've made this year!,2025-10-15 16:58:15.521103,12,best purchase ive made year,2,1
R000936,T046517,U03342,P00311,5,"Outstanding product, worth every penny.",2025-05-14 20:06:03.521103,20,outstanding product worth every penny,2,1
R000937,T015480,U00807,P00112,5,Best purchase I've made this year!,2024-12-24 10:10:21.521103,30,best purchase ive made year,2,1
R000938,T037342,U01541,P00632,5,Very satisfied with this purchase.,2024-11-29 09:22:32.521103,25,satisfied purchase,2,1
R000939,T045414,U00599,P00621,4,Excellent product! Highly recommended.,2025-06-04 13:01:13.521103,24,excellent product highly recommended,2,1
R000940,T013365,U04697,P00838,4,Best purchase I've made this year!,2025-01-09 02:43:19.521103,62,best purchase ive made year,2,1
R000941,T011319,U02950,P00122,3,"It's fine, does what it's supposed to do.",2025-10-14 17:17:18.521103,29,fine supposed,1,0
R000942,T023716,U03837,P00236,4,Best purchase I've made this year!,2025-08-17 14:25:02.521103,32,best purchase ive made year,2,1
R000943,T030584,U03012,P00233,4,Best purchase I've made this year!,2025-03-26 10:52:01.521103,19,best purchase ive made year,2,1
R000944,T017960,U04868,P00525,5,Excellent product! Highly recommended.,2025-08-08 02:10:51.521103,9,excellent product highly recommended,2,1
R000945,T036384,U02107,P00654,4,Best purchase I've made this year!,2024-12-19 18:29:40.521103,55,best purchase ive made year,2,1
R000946,T005493,U01367,P00229,5,"Great quality, exactly what I needed.",2025-01-27 03:53:53.521103,26,great quality exactly needed,2,1
R000947,T005103,U00534,P00417,5,Very satisfied with this purchase.,2025-04-27 17:49:30.521103,3,satisfied purchase,2,1
R000948,T012199,U03094,P00073,5,Excellent product! Highly recommended.,2025-08-14 02:22:55.521103,64,excellent product highly recommended,2,1
R000949,T005637,U00806,P00373,4,Best purchase I've made this year!,2025-09-18 11:17:55.521103,2,best purchase ive made year,2,1
R000950,T016995,U00776,P00934,4,Best purchase I've made this year!,2025-07-27 04:50:23.521103,15,best purchase ive made year,2,1
R000951,T009115,U03368,P00195,4,"Great quality, exactly what I needed.",2025-02-04 20:05:42.521103,50,great quality exactly needed,2,1
R000952,T011496,U02895,P00078,5,Very satisfied with this purchase.,2025-10-08 22:32:47.521103,92,satisfied purchase,2,1
R000953,T018964,U02432,P00092,4,"Great quality, exactly what I needed.",2025-04-12 07:31:46.521103,29,great quality exactly needed,2,1
R000954,T024865,U03024,P00703,4,"Outstanding product, worth every penny.",2025-05-18 07:11:49.521103,62,outstanding product worth every penny,2,1
R000955,T029173,U01136,P00115,4,Excellent product! Highly recommended.,2025-10-29 10:17:30.521103,58,excellent product highly recommended,2,1
R000956,T043073,U02888,P00230,2,Disappointed with this purchase.,2025-10-09 17:37:55.521103,14,disappointed purchase,0,0
R000957,T027124,U04237,P00858,1,Disappointed with this purchase.,2025-05-01 04:13:47.521103,56,disappointed purchase,0,0
R000958,T034326,U03125,P00568,4,Excellent product! Highly recommended.,2025-06-03 09:50:17.521103,69,excellent product highly recommended,2,1
R000959,T034562,U01932,P00851,5,Excellent product! Highly recommended.,2025-01-18 05:26:22.521103,34,excellent product highly recommended,2,1
R000960,T025833,U01921,P00642,5,"Outstanding product, worth every penny.",2025-06-28 01:55:39.521103,13,outstanding product worth every penny,2,1
R000961,T015383,U03460,P00279,5,Best purchase I've made this year!,2025-07-18 06:17:42.521103,82,best purchase ive made year,2,1
R000962,T033412,U00556,P00966,5,Very satisfied with this purchase.,2025-06-29 06:05:33.521103,25,satisfied purchase,2,1
R000963,T034773,U03743,P00946,4,"Great quality, exactly what I needed.",2025-05-30 05:40:05.521103,25,great quality exactly needed,2,1
R000964,T015732,U03977,P00030,4,Excellent product! Highly recommended.,2025-05-21 09:48:46.521103,57,excellent product highly recommended,2,1
R000965,T027043,U01872,P00333,3,"Product is okay, meets basic expectations.",2025-04-08 02:57:42.521103,11,product okay meet basic expectation,1,0
R000966,T032205,U01805,P00014,4,"Great quality, exactly what I needed.",2025-05-23 15:19:00.521103,41,great quality exactly needed,2,1
R000967,T017155,U03567,P00055,5,Very satisfied with this purchase.,2025-01-21 21:33:42.521103,14,satisfied purchase,2,1
R000968,T008416,U01010,P00273,4,Best purchase I've made this year!,2025-01-15 10:49:19.521103,64,best purchase ive made year,2,1
R000969,T035639,U02032,P00443,5,"Outstanding product, worth every penny.",2025-04-16 08:08:15.521103,66,outstanding product worth every penny,2,1
R000970,T019084,U04383,P00784,5,"Outstanding product, worth every penny.",2025-01-27 18:43:25.521103,15,outstanding product worth every penny,2,1
R000971,T002396,U01852,P00613,4,"Outstanding product, worth every penny.",2025-03-02 14:05:34.521103,46,outstanding product worth every penny,2,1
R000972,T022776,U02164,P00747,5,Excellent product! Highly recommended.,2024-12-13 22:39:36.521103,71,excellent product highly recommended,2,1
R000973,T024065,U02231,P00655,5,Best purchase I've made this year!,2024-12-16 18:44:35.521103,35,best purchase ive made year,2,1
R000974,T017147,U01824,P00126,4,Best purchase I've made this year!,2025-03-24 16:30:24.521103,95,best purchase ive made year,2,1
R000975,T038222,U04374,P00511,5,"Outstanding product, worth every penny.",2024-12-01 14:14:24.521103,34,outstanding product worth every penny,2,1
R000976,T021721,U02129,P00413,5,Best purchase I've made this year!,2025-08-16 01:56:02.521103,95,best purchase ive made year,2,1
R000977,T007852,U00981,P00595,5,Best purchase I've made this year!,2025-01-31 05:05:40.521103,56,best purchase ive made year,2,1
R000978,T025052,U03706,P00620,5,Very satisfied with this purchase.,2025-01-17 15:31:40.521103,24,satisfied purchase,2,1
R000979,T041159,U02548,P00734,1,Did not meet my expectations.,2024-12-25 21:49:39.521103,84,meet expectation,0,0
R000980,T044707,U03346,P00939,4,"Outstanding product, worth every penny.",2025-07-18 19:02:37.521103,93,outstanding product worth every penny,2,1
R000981,T011226,U04833,P00171,5,Very satisfied with this purchase.,2025-08-10 17:07:13.521103,76,satisfied purchase,2,1
R000982,T047765,U03464,P00225,4,Best purchase I've made this year!,2025-04-28 17:03:41.521103,62,best purchase ive made year,2,1
R000983,T046406,U02021,P00357,5,"Great quality, exactly what I needed.",2025-07-21 19:58:42.521103,26,great quality exactly needed,2,1
R000984,T016047,U00746,P00322,5,Very satisfied with this purchase.,2025-08-10 03:39:47.521103,79,satisfied purchase,2,1
R000985,T041544,U01896,P00949,4,Very satisfied with this purchase.,2025-08-24 17:33:55.521103,64,satisfied purchase,2,1
R000986,T027200,U03486,P00472,5,"Outstanding product, worth every penny.",2025-09-15 02:29:09.521103,0,outstanding product worth every penny,2,1
R000987,T039675,U02859,P00690,4,"Great quality, exactly what I needed.",2025-09-02 08:42:31.521103,81,great quality exactly needed,2,1
R000988,T000290,U03368,P00291,4,Best purchase I've made this year!,2025-07-21 22:42:48.521103,96,best purchase ive made year,2,1
R000989,T031886,U04859,P00681,5,Excellent product! Highly recommended.,2025-09-09 03:10:06.521103,3,excellent product highly recommended,2,1
R000990,T006288,U01213,P00527,5,Very satisfied with this purchase.,2025-02-23 22:30:45.521103,47,satisfied purchase,2,1
R000991,T035323,U00766,P00862,4,Excellent product! Highly recommended.,2025-06-19 18:53:17.521103,30,excellent product highly recommended,2,1
R000992,T012911,U03613,P00400,5,"Great quality, exactly what I needed.",2024-11-30 00:00:41.521103,46,great quality exactly needed,2,1
R000993,T024027,U03943,P00167,4,Excellent product! Highly recommended.,2025-01-31 19:03:33.521103,82,excellent product highly recommended,2,1
R000994,T005597,U00100,P00974,5,Very satisfied with this purchase.,2025-09-29 04:37:55.521103,35,satisfied purchase,2,1
R000995,T040353,U00440,P00908,1,"Not satisfied, quality could be better.",2025-01-03 09:00:27.521103,38,satisfied quality could better,0,0
R000996,T016416,U01466,P00614,5,Very satisfied with this purchase.,2025-05-28 03:51:40.521103,99,satisfied purchase,2,1
R000997,T011091,U03628,P00380,5,"Great quality, exactly what I needed.",2025-05-19 10:58:00.521103,62,great quality exactly needed,2,1
R000998,T040157,U00112,P00906,5,Very satisfied with this purchase.,2025-02-27 12:21:26.521103,2,satisfied purchase,2,1
R000999,T047537,U01081,P00818,4,Excellent product! Highly recommended.,2025-06-11 14:05:13.521103,50,excellent product highly recommended,2,1
R001000,T047828,U04069,P00127,2,"Not satisfied, quality could be better.",2025-01-24 16:36:12.521103,26,satisfied quality could better,0,0
R001001,T021911,U01082,P00815,4,"Great quality, exactly what I needed.",2025-07-06 06:29:02.521103,93,great quality exactly needed,2,1
R001002,T041300,U02564,P00498,4,Best purchase I've made this year!,2025-06-01 10:49:24.521103,81,best purchase ive made year,2,1
R001003,T010227,U04713,P00629,5,Best purchase I've made this year!,2025-11-18 17:27:52.521103,40,best purchase ive made year,2,1
R001004,T018045,U00443,P00023,4,Best purchase I've made this year!,2025-05-19 21:50:34.521103,63,best purchase ive made year,2,1
R001005,T022506,U01896,P00226,1,Did not meet my expectations.,2025-01-02 17:48:24.521103,57,meet expectation,0,0
R001006,T042079,U03997,P00297,5,"Great quality, exactly what I needed.",2024-12-15 21:47:15.521103,94,great quality exactly needed,2,1
R001007,T007176,U00747,P00793,4,Best purchase I've made this year!,2025-10-02 00:11:41.521103,79,best purchase ive made year,2,1
R001008,T015537,U02990,P00382,3,"Product is okay, meets basic expectations.",2025-04-24 04:04:46.521103,30,product okay meet basic expectation,1,0
R001009,T010314,U00920,P00021,5,"Great quality, exactly what I needed.",2025-09-24 08:26:57.521103,39,great quality exactly needed,2,1
R001010,T016708,U01923,P00291,1,Did not meet my expectations.,2025-09-22 04:03:24.521103,32,meet expectation,0,0
R001011,T036150,U02178,P00434,5,"Outstanding product, worth every penny.",2025-07-15 05:34:06.521103,2,outstanding product worth every penny,2,1
R001012,T037207,U04859,P00313,5,"Outstanding product, worth every penny.",2025-08-19 06:50:01.521103,6,outstanding product worth every penny,2,1
R001013,T025828,U01610,P00181,4,Excellent product! Highly recommended.,2025-02-18 02:03:27.521103,99,excellent product highly recommended,2,1
R001014,T032292,U00678,P00105,3,"Average quality, nothing special.",2025-07-03 15:08:07.521103,37,average quality nothing special,1,0
R001015,T041763,U02640,P00552,4,"Great quality, exactly what I needed.",2025-06-30 20:53:00.521103,34,great quality exactly needed,2,1
R001016,T014347,U02656,P00432,5,"Outstanding product, worth every penny.",2024-12-20 03:20:53.521103,41,outstanding product worth every penny,2,1
R001017,T028965,U03633,P00511,4,Best purchase I've made this year!,2025-09-05 22:33:54.521103,76,best purchase ive made year,2,1
R001018,T041630,U00106,P00749,4,Best purchase I've made this year!,2025-02-08 21:05:06.521103,39,best purchase ive made year,2,1
R001019,T035712,U01124,P00959,5,Excellent product! Highly recommended.,2025-07-04 06:49:08.521103,6,excellent product highly recommended,2,1
R001020,T040284,U01801,P00495,3,"It's fine, does what it's supposed to do.",2025-01-05 21:32:27.521103,64,fine supposed,1,0
R001021,T042109,U00391,P00379,4,Very satisfied with this purchase.,2025-04-30 20:34:15.521103,22,satisfied purchase,2,1
R001022,T033764,U03694,P00864,4,"Outstanding product, worth every penny.",2024-12-13 09:08:14.521103,55,outstanding product worth every penny,2,1
R001023,T038155,U01315,P00421,4,Best purchase I've made this year!,2025-10-26 10:53:33.521103,38,best purchase ive made year,2,1
R001024,T000445,U00622,P00266,4,Very satisfied with this purchase.,2025-03-10 13:50:37.521103,50,satisfied purchase,2,1
R001025,T012038,U02663,P00262,5,Very satisfied with this purchase.,2025-02-28 06:22:20.521103,84,satisfied purchase,2,1
R001026,T042519,U04935,P00944,5,"Great quality, exactly what I needed.",2025-05-07 06:53:00.521103,29,great quality exactly needed,2,1
R001027,T023131,U01260,P00791,5,Very satisfied with this purchase.,2025-08-12 21:56:35.521103,40,satisfied purchase,2,1
R001028,T039238,U01491,P00578,4,"Great quality, exactly what I needed.",2025-08-15 17:01:03.521103,93,great quality exactly needed,2,1
R001029,T013351,U04133,P00149,4,Best purchase I've made this year!,2025-04-10 15:11:20.521103,71,best purchase ive made year,2,1
R001030,T000160,U01791,P00828,5,Very satisfied with this purchase.,2025-04-09 17:22:17.521103,76,satisfied purchase,2,1
R001031,T018049,U00573,P00955,5,Very satisfied with this purchase.,2025-10-13 15:31:34.521103,30,satisfied purchase,2,1
R001032,T004581,U02020,P00480,2,Disappointed with this purchase.,2025-06-25 10:35:10.521103,3,disappointed purchase,0,0
R001033,T014319,U02709,P00887,5,"Great quality, exactly what I needed.",2025-02-16 23:20:50.521103,28,great quality exactly needed,2,1
R001034,T021005,U02947,P00949,4,Best purchase I've made this year!,2025-09-08 06:28:07.521103,26,best purchase ive made year,2,1
R001035,T009178,U02278,P00746,5,Very satisfied with this purchase.,2025-04-16 21:38:20.521103,62,satisfied purchase,2,1
R001036,T028286,U04456,P00500,4,Very satisfied with this purchase.,2025-07-08 11:28:58.521103,22,satisfied purchase,2,1
R001037,T002681,U02561,P00459,5,"Outstanding product, worth every penny.",2024-12-08 16:31:45.521103,64,outstanding product worth every penny,2,1
R001038,T022710,U00705,P00265,3,"Product is okay, meets basic expectations.",2025-07-30 03:30:21.521103,13,product okay meet basic expectation,1,0
R001039,T024595,U01597,P00171,4,"Great quality, exactly what I needed.",2025-09-09 16:37:32.521103,36,great quality exactly needed,2,1
R001040,T014705,U04779,P00592,4,"Outstanding product, worth every penny.",2025-07-14 13:12:49.521103,25,outstanding product worth every penny,2,1
R001041,T044873,U00267,P00605,5,Very satisfied with this purchase.,2024-12-18 17:40:34.521103,71,satisfied purchase,2,1
R001042,T009293,U01060,P00583,5,Very satisfied with this purchase.,2025-07-15 13:15:13.521103,94,satisfied purchase,2,1
R001043,T005107,U02344,P00439,4,Excellent product! Highly recommended.,2025-02-05 05:39:11.521103,23,excellent product highly recommended,2,1
R001044,T035384,U03691,P00655,3,"Average quality, nothing special.",2024-12-19 22:33:17.521103,17,average quality nothing special,1,0
R001045,T022619,U00205,P00842,5,Very satisfied with this purchase.,2025-10-18 00:05:26.521103,88,satisfied purchase,2,1
R001046,T006862,U04019,P00524,5,Excellent product! Highly recommended.,2025-09-30 04:46:52.521103,88,excellent product highly recommended,2,1
R001047,T036075,U02735,P00373,4,Excellent product! Highly recommended.,2025-09-28 05:37:17.521103,56,excellent product highly recommended,2,1
R001048,T045602,U03579,P00180,3,"It's fine, does what it's supposed to do.",2025-05-21 10:02:30.521103,50,fine supposed,1,0
R001049,T016368,U04735,P00992,4,Very satisfied with this purchase.,2025-11-15 11:57:31.521103,13,satisfied purchase,2,1
R001050,T036713,U02378,P00930,5,"Outstanding product, worth every penny.",2025-01-21 14:48:43.521103,27,outstanding product worth every penny,2,1
R001051,T009394,U03253,P00377,4,Very satisfied with this purchase.,2025-04-29 08:59:05.521103,20,satisfied purchase,2,1
R001052,T034980,U02231,P00869,5,Best purchase I've made this year!,2025-01-05 11:40:10.521103,59,best purchase ive made year,2,1
R001053,T029945,U02892,P00289,4,"Great quality, exactly what I needed.",2025-10-07 09:44:14.521103,46,great quality exactly needed,2,1
R001054,T016103,U00070,P00101,5,"Great quality, exactly what I needed.",2025-04-20 20:23:39.521103,18,great quality exactly needed,2,1
R001055,T014900,U03003,P00735,4,Best purchase I've made this year!,2025-11-21 14:48:19.521103,95,best purchase ive made year,2,1
R001056,T030919,U04571,P00935,4,Excellent product! Highly recommended.,2024-12-17 09:59:33.521103,12,excellent product highly recommended,2,1
R001057,T037969,U01248,P00536,5,"Outstanding product, worth every penny.",2025-09-02 15:41:20.521103,95,outstanding product worth every penny,2,1
R001058,T028407,U02524,P00202,5,Very satisfied with this purchase.,2025-04-24 23:38:24.521103,18,satisfied purchase,2,1
R001059,T040461,U00776,P00240,1,"Not satisfied, quality could be better.",2025-04-08 13:49:53.521103,37,satisfied quality could better,0,0
R001060,T024197,U00791,P00870,4,Very satisfied with this purchase.,2025-11-09 05:55:46.521103,95,satisfied purchase,2,1
R001061,T018833,U01904,P00761,4,Excellent product! Highly recommended.,2025-06-01 18:46:20.521103,31,excellent product highly recommended,2,1
R001062,T004646,U01346,P00062,3,"It's fine, does what it's supposed to do.",2025-09-19 10:31:43.521103,55,fine supposed,1,0
R001063,T036139,U01184,P00945,5,Best purchase I've made this year!,2025-02-04 06:28:18.521103,98,best purchase ive made year,2,1
R001064,T005286,U04107,P00143,5,Best purchase I've made this year!,2025-05-05 05:56:03.521103,10,best purchase ive made year,2,1
R001065,T019232,U02287,P00368,4,"Outstanding product, worth every penny.",2025-01-28 01:45:29.521103,47,outstanding product worth every penny,2,1
R001066,T026043,U00878,P00300,4,"Outstanding product, worth every penny.",2025-06-29 08:15:34.521103,59,outstanding product worth every penny,2,1
R001067,T036579,U00209,P00187,5,"Outstanding product, worth every penny.",2025-05-09 04:25:29.521103,38,outstanding product worth every penny,2,1
R001068,T045734,U00377,P00557,4,"Great quality, exactly what I needed.",2024-12-03 21:02:51.521103,32,great quality exactly needed,2,1
R001069,T025275,U03107,P00085,4,"Great quality, exactly what I needed.",2025-09-29 20:51:00.521103,71,great quality exactly needed,2,1
R001070,T029178,U04459,P00098,5,"Great quality, exactly what I needed.",2025-09-07 18:34:39.521103,87,great quality exactly needed,2,1
R001071,T042969,U00548,P00663,1,Did not meet my expectations.,2025-04-07 19:17:30.521103,15,meet expectation,0,0
R001072,T014883,U00358,P00261,5,Excellent product! Highly recommended.,2025-05-29 21:53:54.521103,91,excellent product highly recommended,2,1
R001073,T015359,U01768,P00072,3,"Average quality, nothing special.",2025-01-19 07:12:30.521103,26,average quality nothing special,1,0
R001074,T036047,U00283,P00091,4,Very satisfied with this purchase.,2025-09-07 11:37:52.521103,41,satisfied purchase,2,1
R001075,T036805,U04568,P00274,5,Very satisfied with this purchase.,2025-06-22 07:54:10.521103,61,satisfied purchase,2,1
R001076,T036158,U01857,P00960,5,Best purchase I've made this year!,2025-01-03 04:51:02.521103,67,best purchase ive made year,2,1
R001077,T026510,U00332,P00713,5,Very satisfied with this purchase.,2024-12-04 17:13:40.521103,78,satisfied purchase,2,1
R001078,T028837,U01557,P00167,4,Very satisfied with this purchase.,2025-08-02 21:39:29.521103,54,satisfied purchase,2,1
R001079,T001613,U03061,P00377,4,Excellent product! Highly recommended.,2025-10-21 02:45:15.521103,29,excellent product highly recommended,2,1
R001080,T028815,U04290,P00323,4,"Outstanding product, worth every penny.",2025-01-06 18:38:01.521103,55,outstanding product worth every penny,2,1
R001081,T009280,U03540,P00761,5,Best purchase I've made this year!,2025-08-20 16:55:46.521103,53,best purchase ive made year,2,1
R001082,T044595,U03496,P00897,5,Best purchase I've made this year!,2025-08-04 02:08:52.521103,12,best purchase ive made year,2,1
R001083,T012615,U04206,P00583,5,Excellent product! Highly recommended.,2025-01-23 15:52:50.521103,26,excellent product highly recommended,2,1
R001084,T002923,U00754,P00068,5,Excellent product! Highly recommended.,2025-11-11 19:40:45.521103,18,excellent product highly recommended,2,1
R001085,T028610,U01193,P00750,5,"Great quality, exactly what I needed.",2025-09-14 03:56:27.521103,32,great quality exactly needed,2,1
R001086,T006363,U01755,P00456,5,"Great quality, exactly what I needed.",2025-06-12 00:07:14.521103,74,great quality exactly needed,2,1
R001087,T003070,U04139,P00534,5,"Great quality, exactly what I needed.",2025-03-27 10:36:38.521103,40,great quality exactly needed,2,1
R001088,T004930,U04277,P00346,4,"Outstanding product, worth every penny.",2025-02-02 22:02:48.521103,55,outstanding product worth every penny,2,1
R001089,T007774,U02458,P00965,5,Very satisfied with this purchase.,2025-03-15 21:19:43.521103,6,satisfied purchase,2,1
R001090,T000679,U00343,P00716,5,Best purchase I've made this year!,2025-08-05 09:13:24.521103,15,best purchase ive made year,2,1
R001091,T041174,U02041,P00755,5,"Outstanding product, worth every penny.",2024-11-26 16:42:51.521103,49,outstanding product worth every penny,2,1
R001092,T037522,U03879,P00496,4,Excellent product! Highly recommended.,2025-10-22 16:47:26.521103,53,excellent product highly recommended,2,1
R001093,T036920,U00659,P00662,4,"Great quality, exactly what I needed.",2025-09-09 07:35:34.521103,45,great quality exactly needed,2,1
R001094,T021097,U02814,P00404,5,"Great quality, exactly what I needed.",2024-12-23 15:47:55.521103,56,great quality exactly needed,2,1
R001095,T029217,U04776,P00329,1,"Not satisfied, quality could be better.",2024-12-14 21:47:16.521103,60,satisfied quality could better,0,0
R001096,T047524,U04237,P00647,5,Very satisfied with this purchase.,2025-07-07 14:52:54.521103,82,satisfied purchase,2,1
R001097,T031958,U01248,P00872,5,Best purchase I've made this year!,2025-10-14 04:23:52.521103,74,best purchase ive made year,2,1
