user_id,age,gender,location,membership,registration_date
U01111,25,M,North,Premium,2020-07-04 00:00:00
U01112,51,M,South,Basic,2020-07-04 04:00:00
U01113,64,M,East,VIP,2020-07-04 08:00:00
U01114,26,F,West,Basic,2020-07-04 12:00:00
U01115,68,M,East,Basic,2020-07-04 16:00:00
U01116,37,F,West,Basic,2020-07-04 20:00:00
U01117,57,M,North,Premium,2020-07-05 00:00:00
U01118,42,F,South,Basic,2020-07-05 04:00:00
U01119,36,F,West,Premium,2020-07-05 08:00:00
U01120,22,F,West,Basic,2020-07-05 12:00:00
U01121,28,M,South,Premium,2020-07-05 16:00:00
U01122,32,F,South,Basic,2020-07-05 20:00:00
U01123,25,M,South,Basic,2020-07-06 00:00:00
U01124,36,M,South,Basic,2020-07-06 04:00:00
U01125,40,F,South,Premium,2020-07-06 08:00:00
U01126,44,F,East,VIP,2020-07-06 12:00:00
U01127,57,M,North,Basic,2020-07-06 16:00:00
U01128,49,M,North,Premium,2020-07-06 20:00:00
U01129,43,F,West,Basic,2020-07-07 00:00:00
U01130,44,F,South,Premium,2020-07-07 04:00:00
U01131,36,M,East,Basic,2020-07-07 08:00:00
U01132,67,F,East,Basic,2020-07-07 12:00:00
U01133,59,M,West,Basic,2020-07-07 16:00:00
U01134,46,F,South,Basic,2020-07-07 20:00:00
U01135,56,F,North,Basic,2020-07-08 00:00:00
U01136,58,M,South,Premium,2020-07-08 04:00:00
U01137,50,F,East,Basic,2020-07-08 08:00:00
U01138,36,F,South,VIP,2020-07-08 12:00:00
U01139,54,F,North,Premium,2020-07-08 16:00:00
U01140,36,F,North,Basic,2020-07-08 20:00:00
U01141,50,F,West,Basic,2020-07-09 00:00:00
U01142,64,M,East,Basic,2020-07-09 04:00:00
U01143,33,M,South,VIP,2020-07-09 08:00:00
U01144,40,M,South,VIP,2020-07-09 12:00:00
U01145,24,Other,West,Premium,2020-07-09 16:00:00
U01146,43,F,West,Basic,2020-07-09 20:00:00
U01147,49,F,West,Premium,2020-07-10 00:00:00
U01148,29,M,East,Basic,2020-07-10 04:00:00
U01149,25,F,South,Basic,2020-07-10 08:00:00
U01150,22,F,West,Basic,2020-07-10 12:00:00
U01151,59,F,East,Premium,2020-07-10 16:00:00
U01152,45,M,South,VIP,2020-07-10 20:00:00
U01153,22,M,North,Basic,2020-07-11 00:00:00
U01154,66,F,West,Premium,2020-07-11 04:00:00
U01155,43,F,East,Premium,2020-07-11 08:00:00
U01156,22,M,South,Basic,2020-07-11 12:00:00
U01157,39,F,South,Basic,2020-07-11 16:00:00
U01158,32,M,West,Basic,2020-07-11 20:00:00
U01159,30,F,West,Basic,2020-07-12 00:00:00
U01160,45,F,South,Basic,2020-07-12 04:00:00
U01161,50,M,East,Basic,2020-07-12 08:00:00
U01162,60,F,North,Premium,2020-07-12 12:00:00
U01163,40,M,South,Basic,2020-07-12 16:00:00
U01164,50,M,East,Basic,2020-07-12 20:00:00
U01165,60,F,West,Basic,2020-07-13 00:00:00
U01166,35,M,South,Basic,2020-07-13 04:00:00
U01167,67,M,West,VIP,2020-07-13 08:00:00
U01168,47,M,North,Basic,2020-07-13 12:00:00
U01169,43,M,West,Basic,2020-07-13 16:00:00
U01170,33,M,North,Premium,2020-07-13 20:00:00
U01171,30,M,West,Basic,2020-07-14 00:00:00
U01172,56,F,West,Premium,2020-07-14 04:00:00
U01173,50,M,North,Basic,2020-07-14 08:00:00
U01174,43,F,West,Basic,2020-07-14 12:00:00
U01175,65,M,East,VIP,2020-07-14 16:00:00
U01176,18,M,West,Basic,2020-07-14 20:00:00
U01177,66,M,South,Basic,2020-07-15 00:00:00
U01178,55,F,West,Basic,2020-07-15 04:00:00
U01179,19,F,East,Basic,2020-07-15 08:00:00
U01180,66,F,South,Premium,2020-07-15 12:00:00
U01181,23,M,East,Premium,2020-07-15 16:00:00
U01182,63,F,South,Basic,2020-07-15 20:00:00
U01183,67,M,West,Basic,2020-07-16 00:00:00
U01184,55,M,East,Premium,2020-07-16 04:00:00
U01185,59,F,West,Premium,2020-07-16 08:00:00
U01186,41,M,South,Basic,2020-07-16 12:00:00
U01187,35,Other,East,Premium,2020-07-16 16:00:00
U01188,44,M,North,Basic,2020-07-16 20:00:00
U01189,58,Other,East,Basic,2020-07-17 00:00:00
U01190,25,F,West,VIP,2020-07-17 04:00:00
U01191,45,F,North,Basic,2020-07-17 08:00:00
U01192,27,M,North,Basic,2020-07-17 12:00:00
U01193,34,M,South,Basic,2020-07-17 16:00:00
U01194,46,F,North,Basic,2020-07-17 20:00:00
U01195,23,M,North,Basic,2020-07-18 00:00:00
U01196,31,F,South,Premium,2020-07-18 04:00:00
U01197,39,Other,East,Basic,2020-07-18 08:00:00
U01198,23,M,West,Basic,2020-07-18 12:00:00
U01199,43,F,East,Basic,2020-07-18 16:00:00
U01200,56,F,North,Basic,2020-07-18 20:00:00
U01201,29,M,West,Basic,2020-07-19 00:00:00
U01202,52,M,East,Basic,2020-07-19 04:00:00
U01203,31,M,West,Basic,2020-07-19 08:00:00
U01204,39,M,North,VIP,2020-07-19 12:00:00
U01205,68,F,East,Basic,2020-07-19 16:00:00
U01206,40,M,West,VIP,2020-07-19 20:00:00
U01207,65,Other,West,Basic,2020-07-20 00:00:00
U01208,24,M,East,Premium,2020-07-20 04:00:00
U01209,57,F,East,Basic,2020-07-20 08:00:00
U01210,67,F,North,Premium,2020-07-20 12:00:00
U01211,42,M,South,Basic,2020-07-20 16:00:00
U01212,30,M,West,VIP,2020-07-20 20:00:00
U01213,38,F,East,Basic,2020-07-21 00:00:00
U01214,58,F,East,Premium,2020-07-21 04:00:00
U01215,27,M,East,Premium,2020-07-21 08:00:00
U01216,26,M,West,Premium,2020-07-21 12:00:00
U01217,32,M,North,Basic,2020-07-21 16:00:00
U01218,69,M,South,Basic,2020-07-21 20:00:00
U01219,19,F,West,Premium,2020-07-22 00:00:00
U01220,42,F,North,Basic,2020-07-22 04:00:00
U01221,30,M,West,Basic,2020-07-22 08:00:00
U01222,51,Other,West,Basic,2020-07-22 12:00:00
U01223,68,M,East,Basic,2020-07-22 16:00:00
U01224,51,F,North,Basic,2020-07-22 20:00:00
U01225,52,M,East,Basic,2020-07-23 00:00:00
U01226,55,M,East,Basic,2020-07-23 04:00:00
U01227,20,M,North,Basic,2020-07-23 08:00:00
U01228,59,M,East,Basic,2020-07-23 12:00:00
U01229,23,F,East,Premium,2020-07-23 16:00:00
U01230,65,F,South,Basic,2020-07-23 20:00:00
U01231,66,M,North,Basic,2020-07-24 00:00:00
U01232,36,F,North,Basic,2020-07-24 04:00:00
U01233,20,M,East,VIP,2020-07-24 08:00:00
U01234,35,F,East,Basic,2020-07-24 12:00:00
U01235,56,M,North,Basic,2020-07-24 16:00:00
U01236,26,M,North,Basic,2020-07-24 20:00:00
U01237,69,M,West,Basic,2020-07-25 00:00:00
U01238,29,F,North,Basic,2020-07-25 04:00:00
U01239,22,F,West,Premium,2020-07-25 08:00:00
U01240,20,M,East,Basic,2020-07-25 12:00:00
U01241,28,M,South,Basic,2020-07-25 16:00:00
U01242,47,M,South,Basic,2020-07-25 20:00:00
U01243,21,F,West,Premium,2020-07-26 00:00:00
U01244,22,F,East,Basic,2020-07-26 04:00:00
U01245,18,M,East,Basic,2020-07-26 08:00:00
U01246,44,M,East,Basic,2020-07-26 12:00:00
U01247,45,F,North,Basic,2020-07-26 16:00:00
U01248,46,M,East,Premium,2020-07-26 20:00:00
U01249,35,M,North,Basic,2020-07-27 00:00:00
U01250,29,M,West,Basic,2020-07-27 04:00:00
U01251,30,M,South,Basic,2020-07-27 08:00:00
U01252,58,F,West,Basic,2020-07-27 12:00:00
U01253,19,F,East,Basic,2020-07-27 16:00:00
U01254,54,M,East,Premium,2020-07-27 20:00:00
U01255,62,F,West,Basic,2020-07-28 00:00:00
U01256,33,M,North,Basic,2020-07-28 04:00:00
U01257,65,F,North,Basic,2020-07-28 08:00:00
U01258,41,F,North,Premium,2020-07-28 12:00:00
U01259,52,F,South,Basic,2020-07-28 16:00:00
U01260,39,M,South,VIP,2020-07-28 20:00:00
U01261,53,M,East,Basic,2020-07-29 00:00:00
U01262,28,M,West,Basic,2020-07-29 04:00:00
U01263,63,F,West,Basic,2020-07-29 08:00:00
U01264,46,M,East,Basic,2020-07-29 12:00:00
U01265,52,F,North,Basic,2020-07-29 16:00:00
U01266,65,Other,South,Basic,2020-07-29 20:00:00
U01267,32,F,West,Basic,2020-07-30 00:00:00
U01268,48,F,East,Basic,2020-07-30 04:00:00
U01269,59,M,North,Basic,2020-07-30 08:00:00
U01270,58,M,North,Basic,2020-07-30 12:00:00
U01271,60,M,South,Premium,2020-07-30 16:00:00
U01272,33,F,South,Basic,2020-07-30 20:00:00
U01273,27,M,East,Premium,2020-07-31 00:00:00
U01274,66,F,East,Basic,2020-07-31 04:00:00
U01275,49,M,North,Basic,2020-07-31 08:00:00
U01276,68,M,North,VIP,2020-07-31 12:00:00
U01277,19,F,West,Basic,2020-07-31 16:00:00
U01278,41,M,North,Basic,2020-07-31 20:00:00
U01279,40,M,East,Basic,2020-08-01 00:00:00
U01280,19,F,South,Basic,2020-08-01 04:00:00
U01281,55,M,East,Premium,2020-08-01 08:00:00
U01282,48,M,West,Premium,2020-08-01 12:00:00
U01283,68,M,West,Basic,2020-08-01 16:00:00
U01284,57,F,South,Basic,2020-08-01 20:00:00
U01285,43,Other,East,Premium,2020-08-02 00:00:00
U01286,46,F,West,Basic,2020-08-02 04:00:00
U01287,20,M,East,Basic,2020-08-02 08:00:00
U01288,31,M,West,Basic,2020-08-02 12:00:00
U01289,42,M,South,Basic,2020-08-02 16:00:00
U01290,65,Other,West,Premium,2020-08-02 20:00:00
U01291,18,M,East,Basic,2020-08-03 00:00:00
U01292,20,M,East,Basic,2020-08-03 04:00:00
U01293,43,F,West,Basic,2020-08-03 08:00:00
U01294,35,Other,North,Premium,2020-08-03 12:00:00
U01295,26,M,South,Basic,2020-08-03 16:00:00
U01296,55,M,South,Premium,2020-08-03 20:00:00
U01297,40,M,West,Premium,2020-08-04 00:00:00
U01298,38,M,West,Basic,2020-08-04 04:00:00
U01299,18,F,North,Basic,2020-08-04 08:00:00
U01300,38,F,South,Basic,2020-08-04 12:00:00
U01301,44,F,North,Premium,2020-08-04 16:00:00
U01302,59,M,South,Premium,2020-08-04 20:00:00
U01303,23,M,West,Basic,2020-08-05 00:00:00
U01304,61,M,South,Basic,2020-08-05 04:00:00
U01305,53,M,South,Basic,2020-08-05 08:00:00
U01306,45,F,South,Premium,2020-08-05 12:00:00
U01307,62,M,North,Basic,2020-08-05 16:00:00
U01308,34,M,North,Basic,2020-08-05 20:00:00
U01309,57,M,South,Basic,2020-08-06 00:00:00
U01310,69,M,East,Basic,2020-08-06 04:00:00
U01311,20,M,North,Basic,2020-08-06 08:00:00
U01312,29,F,West,Basic,2020-08-06 12:00:00
U01313,56,M,West,Basic,2020-08-06 16:00:00
U01314,29,F,South,Basic,2020-08-06 20:00:00
U01315,19,M,West,VIP,2020-08-07 00:00:00
U01316,63,M,North,Basic,2020-08-07 04:00:00
U01317,39,F,East,Basic,2020-08-07 08:00:00
U01318,40,M,East,Basic,2020-08-07 12:00:00
U01319,47,F,East,Basic,2020-08-07 16:00:00
U01320,22,M,West,Basic,2020-08-07 20:00:00
U01321,26,F,South,VIP,2020-08-08 00:00:00
U01322,38,F,West,Basic,2020-08-08 04:00:00
U01323,28,F,South,Basic,2020-08-08 08:00:00
U01324,22,F,East,Basic,2020-08-08 12:00:00
U01325,52,F,North,Basic,2020-08-08 16:00:00
U01326,44,M,West,Basic,2020-08-08 20:00:00
U01327,66,F,North,VIP,2020-08-09 00:00:00
U01328,19,F,East,Basic,2020-08-09 04:00:00
U01329,41,M,South,Basic,2020-08-09 08:00:00
U01330,48,M,North,VIP,2020-08-09 12:00:00
U01331,50,F,West,Basic,2020-08-09 16:00:00
U01332,56,F,North,Basic,2020-08-09 20:00:00
U01333,47,M,North,Basic,2020-08-10 00:00:00
U01334,63,F,West,Basic,2020-08-10 04:00:00
U01335,54,M,South,Basic,2020-08-10 08:00:00
U01336,68,M,West,Premium,2020-08-10 12:00:00
U01337,45,F,East,Premium,2020-08-10 16:00:00
U01338,48,M,South,Premium,2020-08-10 20:00:00
U01339,28,F,North,Basic,2020-08-11 00:00:00
U01340,40,M,West,Premium,2020-08-11 04:00:00
U01341,19,M,East,Basic,2020-08-11 08:00:00
U01342,57,M,West,Basic,2020-08-11 12:00:00
U01343,58,F,South,Basic,2020-08-11 16:00:00
U01344,44,M,East,Basic,2020-08-11 20:00:00
U01345,52,M,North,VIP,2020-08-12 00:00:00
U01346,19,M,South,Basic,2020-08-12 04:00:00
U01347,56,M,East,Premium,2020-08-12 08:00:00
U01348,54,M,South,Basic,2020-08-12 12:00:00
U01349,38,M,North,Basic,2020-08-12 16:00:00
U01350,22,F,East,Basic,2020-08-12 20:00:00
U01351,69,M,West,Basic,2020-08-13 00:00:00
U01352,62,F,West,Premium,2020-08-13 04:00:00
U01353,38,F,North,Basic,2020-08-13 08:00:00
U01354,46,M,East,VIP,2020-08-13 12:00:00
U01355,37,M,North,Basic,2020-08-13 16:00:00
U01356,55,F,North,Basic,2020-08-13 20:00:00
U01357,37,F,South,Basic,2020-08-14 00:00:00
U01358,67,M,West,Premium,2020-08-14 04:00:00
U01359,42,F,North,Basic,2020-08-14 08:00:00
U01360,19,M,South,Basic,2020-08-14 12:00:00
U01361,49,M,North,Basic,2020-08-14 16:00:00
U01362,43,M,North,Basic,2020-08-14 20:00:00
U01363,23,F,North,Basic,2020-08-15 00:00:00
U01364,58,F,West,Basic,2020-08-15 04:00:00
U01365,20,F,East,Basic,2020-08-15 08:00:00
U01366,50,M,West,Basic,2020-08-15 12:00:00
U01367,18,F,South,Basic,2020-08-15 16:00:00
U01368,68,M,East,Basic,2020-08-15 20:00:00
U01369,22,F,South,Basic,2020-08-16 00:00:00
U01370,30,M,North,Basic,2020-08-16 04:00:00
U01371,36,M,East,Basic,2020-08-16 08:00:00
U01372,29,M,South,Basic,2020-08-16 12:00:00
U01373,65,F,North,Basic,2020-08-16 16:00:00
U01374,42,M,South,Basic,2020-08-16 20:00:00
U01375,68,M,South,Basic,2020-08-17 00:00:00
U01376,52,M,West,Basic,2020-08-17 04:00:00
U01377,29,Other,North,Basic,2020-08-17 08:00:00
U01378,47,F,West,Premium,2020-08-17 12:00:00
U01379,22,F,East,Basic,2020-08-17 16:00:00
U01380,51,M,North,Basic,2020-08-17 20:00:00
U01381,39,M,West,Basic,2020-08-18 00:00:00
U01382,56,F,West,Basic,2020-08-18 04:00:00
U01383,30,M,East,Basic,2020-08-18 08:00:00
U01384,64,M,South,Premium,2020-08-18 12:00:00
U01385,20,M,South,Basic,2020-08-18 16:00:00
U01386,37,F,South,VIP,2020-08-18 20:00:00
U01387,48,M,East,Basic,2020-08-19 00:00:00
U01388,22,F,West,Premium,2020-08-19 04:00:00
U01389,41,F,North,Premium,2020-08-19 08:00:00
U01390,57,M,East,Basic,2020-08-19 12:00:00
U01391,50,M,South,Basic,2020-08-19 16:00:00
U01392,25,Other,South,Basic,2020-08-19 20:00:00
U01393,41,F,North,Premium,2020-08-20 00:00:00
U01394,67,F,East,Basic,2020-08-20 04:00:00
U01395,37,F,South,Basic,2020-08-20 08:00:00
U01396,33,M,East,Basic,2020-08-20 12:00:00
U01397,67,F,West,Basic,2020-08-20 16:00:00
U01398,69,M,East,VIP,2020-08-20 20:00:00
U01399,29,F,West,Basic,2020-08-21 00:00:00
U01400,30,F,North,Basic,2020-08-21 04:00:00
U01401,62,F,West,Basic,2020-08-21 08:00:00
U01402,59,F,West,Basic,2020-08-21 12:00:00
U01403,56,F,North,Premium,2020-08-21 16:00:00
U01404,42,M,South,VIP,2020-08-21 20:00:00
U01405,63,F,North,Basic,2020-08-22 00:00:00
U01406,49,M,East,Basic,2020-08-22 04:00:00
U01407,41,F,North,VIP,2020-08-22 08:00:00
U01408,65,M,East,Basic,2020-08-22 12:00:00
U01409,64,M,South,Basic,2020-08-22 16:00:00
U01410,61,F,East,Basic,2020-08-22 20:00:00
U01411,26,Other,North,Basic,2020-08-23 00:00:00
U01412,57,M,North,Basic,2020-08-23 04:00:00
U01413,67,F,South,VIP,2020-08-23 08:00:00
U01414,40,F,North,Basic,2020-08-23 12:00:00
U01415,67,F,South,Basic,2020-08-23 16:00:00
U01416,30,M,South,Basic,2020-08-23 20:00:00
U01417,49,F,North,Premium,2020-08-24 00:00:00
U01418,67,F,West,Basic,2020-08-24 04:00:00
U01419,32,M,East,Basic,2020-08-24 08:00:00
U01420,53,F,West,Basic,2020-08-24 12:00:00
U01421,66,F,South,Premium,2020-08-24 16:00:00
U01422,22,F,East,Basic,2020-08-24 20:00:00
U01423,39,M,West,Basic,2020-08-25 00:00:00
U01424,33,M,North,Basic,2020-08-25 04:00:00
U01425,58,F,West,Basic,2020-08-25 08:00:00
U01426,27,M,East,VIP,2020-08-25 12:00:00
U01427,41,F,East,Basic,2020-08-25 16:00:00
U01428,35,M,East,Basic,2020-08-25 20:00:00
U01429,66,M,East,Basic,2020-08-26 00:00:00
U01430,35,M,West,Basic,2020-08-26 04:00:00
U01431,24,F,North,Basic,2020-08-26 08:00:00
U01432,21,M,North,Premium,2020-08-26 12:00:00
U01433,43,F,East,Basic,2020-08-26 16:00:00
U01434,22,F,North,Basic,2020-08-26 20:00:00
U01435,33,F,West,VIP,2020-08-27 00:00:00
U01436,52,F,North,Basic,2020-08-27 04:00:00
U01437,43,M,South,Basic,2020-08-27 08:00:00
U01438,35,M,North,Basic,2020-08-27 12:00:00
U01439,46,M,East,Premium,2020-08-27 16:00:00
U01440,40,F,North,Basic,2020-08-27 20:00:00
U01441,31,F,North,Basic,2020-08-28 00:00:00
U01442,32,M,North,Basic,2020-08-28 04:00:00
U01443,66,M,North,Basic,2020-08-28 08:00:00
U01444,50,F,South,Basic,2020-08-28 12:00:00
U01445,42,M,West,Basic,2020-08-28 16:00:00
U01446,38,F,East,Basic,2020-08-28 20:00:00
U01447,34,M,East,Basic,2020-08-29 00:00:00
U01448,40,Other,North,VIP,2020-08-29 04:00:00
U01449,60,M,West,Basic,2020-08-29 08:00:00
U01450,34,M,North,Basic,2020-08-29 12:00:00
U01451,31,M,South,Basic,2020-08-29 16:00:00
U01452,46,M,West,Basic,2020-08-29 20:00:00
U01453,37,M,West,Basic,2020-08-30 00:00:00
U01454,47,M,West,Basic,2020-08-30 04:00:00
U01455,36,F,West,Basic,2020-08-30 08:00:00
U01456,56,M,North,Basic,2020-08-30 12:00:00
U01457,30,F,South,Basic,2020-08-30 16:00:00
U01458,35,M,West,Basic,2020-08-30 20:00:00
U01459,40,F,East,Basic,2020-08-31 00:00:00
U01460,63,F,East,Basic,2020-08-31 04:00:00
U01461,50,M,South,Basic,2020-08-31 08:00:00
U01462,56,M,East,Premium,2020-08-31 12:00:00
U01463,57,M,North,Premium,2020-08-31 16:00:00
U01464,35,M,North,Basic,2020-08-31 20:00:00
U01465,26,F,South,Basic,2020-09-01 00:00:00
U01466,50,F,West,Basic,2020-09-01 04:00:00
U01467,49,F,East,Basic,2020-09-01 08:00:00
U01468,34,F,East,VIP,2020-09-01 12:00:00
U01469,36,Other,South,Basic,2020-09-01 16:00:00
U01470,44,F,South,Basic,2020-09-01 20:00:00
U01471,23,F,East,Premium,2020-09-02 00:00:00
U01472,52,F,West,Basic,2020-09-02 04:00:00
U01473,54,M,South,Basic,2020-09-02 08:00:00
U01474,51,M,North,Basic,2020-09-02 12:00:00
U01475,37,F,East,Basic,2020-09-02 16:00:00
U01476,42,M,South,Basic,2020-09-02 20:00:00
U01477,21,M,South,Premium,2020-09-03 00:00:00
U01478,27,M,South,Basic,2020-09-03 04:00:00
U01479,27,M,East,Basic,2020-09-03 08:00:00
U01480,41,F,North,Premium,2020-09-03 12:00:00
U01481,38,M,North,Basic,2020-09-03 16:00:00
U01482,28,F,East,Basic,2020-09-03 20:00:00
U01483,44,F,South,Basic,2020-09-04 00:00:00
U01484,33,M,East,Basic,2020-09-04 04:00:00
U01485,43,F,East,Basic,2020-09-04 08:00:00
U01486,47,F,South,Premium,2020-09-04 12:00:00
U01487,66,M,East,Basic,2020-09-04 16:00:00
U01488,33,M,West,Basic,2020-09-04 20:00:00
U01489,24,M,North,Basic,2020-09-05 00:00:00
U01490,33,F,West,VIP,2020-09-05 04:00:00
U01491,52,F,West,Basic,2020-09-05 08:00:00
U01492,33,M,West,VIP,2020-09-05 12:00:00
U01493,57,M,East,Basic,2020-09-05 16:00:00
U01494,29,M,South,Premium,2020-09-05 20:00:00
U01495,52,F,East,Premium,2020-09-06 00:00:00
U01496,66,M,North,Premium,2020-09-06 04:00:00
U01497,38,F,East,Basic,2020-09-06 08:00:00
U01498,67,M,East,Basic,2020-09-06 12:00:00
U01499,60,F,East,Basic,2020-09-06 16:00:00
U01500,53,F,East,Basic,2020-09-06 20:00:00
U01501,65,F,West,Premium,2020-09-07 00:00:00
U01502,34,M,South,Basic,2020-09-07 04:00:00
U01503,49,F,North,Basic,2020-09-07 08:00:00
U01504,58,M,North,Basic,2020-09-07 12:00:00
U01505,23,M,North,Basic,2020-09-07 16:00:00
U01506,41,F,East,Basic,2020-09-07 20:00:00
U01507,44,F,North,Basic,2020-09-08 00:00:00
U01508,37,F,West,Premium,2020-09-08 04:00:00
U01509,42,M,South,Basic,2020-09-08 08:00:00
U01510,19,F,East,Basic,2020-09-08 12:00:00
U01511,26,F,East,Basic,2020-09-08 16:00:00
U01512,45,F,West,Premium,2020-09-08 20:00:00
U01513,55,F,North,Basic,2020-09-09 00:00:00
U01514,20,F,East,Basic,2020-09-09 04:00:00
U01515,37,M,East,Basic,2020-09-09 08:00:00
U01516,23,F,West,Basic,2020-09-09 12:00:00
U01517,56,F,West,Basic,2020-09-09 16:00:00
U01518,50,Other,North,Premium,2020-09-09 20:00:00
U01519,18,M,South,Basic,2020-09-10 00:00:00
U01520,54,M,South,Basic,2020-09-10 04:00:00
U01521,23,M,North,Basic,2020-09-10 08:00:00
U01522,62,F,South,Basic,2020-09-10 12:00:00
U01523,51,F,West,Basic,2020-09-10 16:00:00
U01524,64,M,West,Premium,2020-09-10 20:00:00
U01525,32,F,West,Basic,2020-09-11 00:00:00
U01526,62,F,South,Basic,2020-09-11 04:00:00
U01527,43,F,South,Basic,2020-09-11 08:00:00
U01528,31,M,East,Premium,2020-09-11 12:00:00
U01529,24,F,East,Basic,2020-09-11 16:00:00
U01530,63,M,East,Basic,2020-09-11 20:00:00
U01531,48,F,South,Basic,2020-09-12 00:00:00
U01532,41,M,East,VIP,2020-09-12 04:00:00
U01533,48,M,West,Basic,2020-09-12 08:00:00
U01534,46,F,South,Basic,2020-09-12 12:00:00
U01535,59,M,North,Premium,2020-09-12 16:00:00
U01536,49,M,South,Basic,2020-09-12 20:00:00
U01537,34,F,East,Basic,2020-09-13 00:00:00
U01538,31,F,South,Basic,2020-09-13 04:00:00
U01539,57,F,East,Basic,2020-09-13 08:00:00
U01540,53,M,East,Basic,2020-09-13 12:00:00
U01541,65,M,North,VIP,2020-09-13 16:00:00
U01542,41,M,North,Premium,2020-09-13 20:00:00
U01543,62,M,West,Premium,2020-09-14 00:00:00
U01544,44,F,East,Basic,2020-09-14 04:00:00
U01545,42,M,South,Basic,2020-09-14 08:00:00
U01546,49,M,North,Basic,2020-09-14 12:00:00
U01547,69,M,North,Basic,2020-09-14 16:00:00
U01548,35,M,East,Basic,2020-09-14 20:00:00
U01549,63,F,South,Basic,2020-09-15 00:00:00
U01550,35,F,North,Basic,2020-09-15 04:00:00
U01551,54,M,North,Basic,2020-09-15 08:00:00
U01552,43,M,South,VIP,2020-09-15 12:00:00
U01553,26,M,North,Basic,2020-09-15 16:00:00
U01554,52,F,South,Basic,2020-09-15 20:00:00
U01555,25,F,East,Basic,2020-09-16 00:00:00
U01556,37,M,North,Basic,2020-09-16 04:00:00
U01557,59,F,East,Basic,2020-09-16 08:00:00
U01558,39,F,South,Basic,2020-09-16 12:00:00
U01559,36,F,East,Basic,2020-09-16 16:00:00
U01560,47,F,East,Basic,2020-09-16 20:00:00
U01561,45,M,East,Premium,2020-09-17 00:00:00
U01562,52,M,West,Basic,2020-09-17 04:00:00
U01563,60,M,South,Basic,2020-09-17 08:00:00
U01564,28,F,South,Basic,2020-09-17 12:00:00
U01565,48,Other,South,Basic,2020-09-17 16:00:00
U01566,66,M,South,Premium,2020-09-17 20:00:00
U01567,65,M,South,Basic,2020-09-18 00:00:00
U01568,56,M,North,Basic,2020-09-18 04:00:00
U01569,53,M,North,Basic,2020-09-18 08:00:00
U01570,47,M,North,Premium,2020-09-18 12:00:00
U01571,40,F,East,Basic,2020-09-18 16:00:00
U01572,36,M,East,Premium,2020-09-18 20:00:00
U01573,29,M,South,Basic,2020-09-19 00:00:00
U01574,32,F,West,Premium,2020-09-19 04:00:00
U01575,48,M,South,VIP,2020-09-19 08:00:00
U01576,60,M,North,Basic,2020-09-19 12:00:00
U01577,54,M,South,Basic,2020-09-19 16:00:00
U01578,54,F,East,Basic,2020-09-19 20:00:00
U01579,32,F,South,Basic,2020-09-20 00:00:00
U01580,46,M,North,Basic,2020-09-20 04:00:00
U01581,67,F,South,Basic,2020-09-20 08:00:00
U01582,60,M,East,Basic,2020-09-20 12:00:00
U01583,43,F,West,Basic,2020-09-20 16:00:00
U01584,61,F,North,Basic,2020-09-20 20:00:00
U01585,19,F,South,Basic,2020-09-21 00:00:00
U01586,37,M,East,Basic,2020-09-21 04:00:00
U01587,32,Other,North,Premium,2020-09-21 08:00:00
U01588,69,Other,North,Premium,2020-09-21 12:00:00
U01589,21,F,East,VIP,2020-09-21 16:00:00
U01590,39,F,South,Basic,2020-09-21 20:00:00
U01591,67,M,South,Basic,2020-09-22 00:00:00
U01592,55,M,South,Basic,2020-09-22 04:00:00
U01593,40,M,North,Basic,2020-09-22 08:00:00
U01594,43,M,West,Basic,2020-09-22 12:00:00
U01595,68,F,North,Basic,2020-09-22 16:00:00
U01596,28,F,South,Premium,2020-09-22 20:00:00
U01597,45,F,North,Basic,2020-09-23 00:00:00
U01598,19,M,West,Basic,2020-09-23 04:00:00
U01599,25,M,North,Premium,2020-09-23 08:00:00
U01600,46,F,East,Basic,2020-09-23 12:00:00
U01601,28,M,South,Basic,2020-09-23 16:00:00
U01602,54,M,South,Basic,2020-09-23 20:00:00
U01603,35,Other,South,Premium,2020-09-24 00:00:00
U01604,67,F,North,Basic,2020-09-24 04:00:00
U01605,31,M,North,Basic,2020-09-24 08:00:00
U01606,27,F,North,Basic,2020-09-24 12:00:00
U01607,52,F,South,Basic,2020-09-24 16:00:00
U01608,26,F,North,Basic,2020-09-24 20:00:00
U01609,52,F,South,Basic,2020-09-25 00:00:00
U01610,28,M,North,Basic,2020-09-25 04:00:00
U01611,61,F,South,Basic,2020-09-25 08:00:00
U01612,29,M,East,Basic,2020-09-25 12:00:00
U01613,20,M,North,Basic,2020-09-25 16:00:00
U01614,56,F,South,Basic,2020-09-25 20:00:00
U01615,31,F,East,Basic,2020-09-26 00:00:00
U01616,45,F,East,Basic,2020-09-26 04:00:00
U01617,28,F,West,Basic,2020-09-26 08:00:00
U01618,56,F,North,Basic,2020-09-26 12:00:00
U01619,42,F,South,Premium,2020-09-26 16:00:00
U01620,38,F,West,Premium,2020-09-26 20:00:00
U01621,27,M,North,Basic,2020-09-27 00:00:00
U01622,60,M,East,Premium,2020-09-27 04:00:00
U01623,32,M,North,Basic,2020-09-27 08:00:00
U01624,36,M,South,Premium,2020-09-27 12:00:00
U01625,65,F,East,Basic,2020-09-27 16:00:00
U01626,39,F,West,Basic,2020-09-27 20:00:00
U01627,38,Other,North,Basic,2020-09-28 00:00:00
