transaction_id,user_id,product_id,rating,timestamp,purchase_amount,quantity,month,hour,day_of_week
T020682,U01318,P00301,5,2025-01-20 10:53:41.521103,426.98,2,2025-01,10,0
T020783,U01564,P00372,5,2025-01-20 11:07:05.521103,463.65,4,2025-01,11,0
T011129,U04406,P00219,4,2025-01-20 11:07:46.521103,263.4,3,2025-01,11,0
T011365,U02296,P00913,4,2025-01-20 11:33:52.521103,484.15,2,2025-01,11,0
T038875,U02831,P00088,5,2025-01-20 11:34:04.521103,330.66,2,2025-01,11,0
T021818,U02206,P00032,5,2025-01-20 11:39:27.521103,443.86,3,2025-01,11,0
T001295,U00917,P00721,5,2025-01-20 11:59:47.521103,202.64,4,2025-01,11,0
T016950,U03523,P00840,5,2025-01-20 12:26:58.521103,499.5,3,2025-01,12,0
T024544,U02782,P00845,5,2025-01-20 12:29:16.521103,211.06,1,2025-01,12,0
T030848,U04066,P00526,5,2025-01-20 12:33:49.521103,326.12,2,2025-01,12,0
T008125,U02940,P00758,5,2025-01-20 13:11:35.521103,191.0,3,2025-01,13,0
T008189,U01802,P00409,4,2025-01-20 13:52:17.521103,236.51,4,2025-01,13,0
T042338,U03390,P00606,4,2025-01-20 14:06:55.521103,435.78,1,2025-01,14,0
T008937,U00599,P00659,3,2025-01-20 14:21:46.521103,28.03,2,2025-01,14,0
T026199,U03258,P00259,4,2025-01-20 14:21:51.521103,357.21,1,2025-01,14,0
T020405,U00444,P00675,4,2025-01-20 14:22:11.521103,177.4,1,2025-01,14,0
T045972,U03220,P00320,3,2025-01-20 14:50:02.521103,275.78,2,2025-01,14,0
T043537,U03162,P00342,4,2025-01-20 15:00:42.521103,493.2,2,2025-01,15,0
T024295,U01316,P00597,4,2025-01-20 15:33:58.521103,60.62,3,2025-01,15,0
T036999,U02105,P00362,5,2025-01-20 15:35:06.521103,98.9,3,2025-01,15,0
T018242,U03571,P00554,4,2025-01-20 15:41:59.521103,327.54,3,2025-01,15,0
T037420,U03407,P00450,5,2025-01-20 15:48:40.521103,482.87,1,2025-01,15,0
T021448,U00883,P00083,4,2025-01-20 15:49:00.521103,454.37,1,2025-01,15,0
T029942,U02438,P00464,3,2025-01-20 15:55:51.521103,208.1,1,2025-01,15,0
T006243,U01501,P00382,5,2025-01-20 15:59:14.521103,303.44,4,2025-01,15,0
T033332,U03936,P00466,2,2025-01-20 16:45:22.521103,357.3,1,2025-01,16,0
T046077,U04136,P00209,4,2025-01-20 16:54:50.521103,416.15,2,2025-01,16,0
T038902,U00408,P00274,2,2025-01-20 17:08:01.521103,426.67,2,2025-01,17,0
T023354,U00066,P00546,5,2025-01-20 17:16:37.521103,60.09,2,2025-01,17,0
T008930,U03872,P00189,5,2025-01-20 17:17:18.521103,362.66,1,2025-01,17,0
T041182,U04859,P00744,4,2025-01-20 17:18:51.521103,382.53,4,2025-01,17,0
T006236,U01965,P00883,3,2025-01-20 17:27:19.521103,468.35,1,2025-01,17,0
T025173,U02020,P00935,4,2025-01-20 17:33:02.521103,468.32,4,2025-01,17,0
T003691,U04119,P00592,4,2025-01-20 17:35:48.521103,462.27,1,2025-01,17,0
T044338,U00278,P00584,4,2025-01-20 17:37:24.521103,340.98,1,2025-01,17,0
T007358,U01471,P00237,2,2025-01-20 17:41:05.521103,118.56,2,2025-01,17,0
T006067,U00605,P00988,4,2025-01-20 17:46:41.521103,176.54,4,2025-01,17,0
T038039,U00441,P00039,4,2025-01-20 17:50:56.521103,91.32,3,2025-01,17,0
T001975,U00638,P00281,4,2025-01-20 17:59:24.521103,25.08,2,2025-01,17,0
T033702,U04368,P00893,2,2025-01-20 18:14:09.521103,439.65,4,2025-01,18,0
T040532,U01450,P00154,4,2025-01-20 18:16:06.521103,342.98,3,2025-01,18,0
T031930,U04603,P00329,1,2025-01-20 18:31:27.521103,276.39,3,2025-01,18,0
T026037,U01990,P00378,4,2025-01-20 18:33:14.521103,466.31,1,2025-01,18,0
T040474,U03088,P00538,3,2025-01-20 18:37:58.521103,426.48,1,2025-01,18,0
T031538,U01096,P00868,5,2025-01-20 18:40:58.521103,19.99,1,2025-01,18,0
T025869,U04933,P00046,5,2025-01-20 18:44:49.521103,429.54,4,2025-01,18,0
T009274,U03487,P00261,5,2025-01-20 19:58:25.521103,171.37,4,2025-01,19,0
T006827,U03613,P00210,5,2025-01-20 20:06:45.521103,49.8,3,2025-01,20,0
T031321,U01397,P00669,4,2025-01-20 20:19:28.521103,150.36,2,2025-01,20,0
T006102,U02911,P00385,3,2025-01-20 20:22:44.521103,138.78,1,2025-01,20,0
T031585,U04714,P00729,4,2025-01-20 20:26:59.521103,321.85,4,2025-01,20,0
T022682,U02911,P00885,4,2025-01-20 20:34:22.521103,133.22,2,2025-01,20,0
T029290,U03874,P00380,5,2025-01-20 20:45:08.521103,233.08,1,2025-01,20,0
T007864,U00053,P00944,4,2025-01-20 21:00:21.521103,50.73,4,2025-01,21,0
T012977,U04181,P00116,5,2025-01-20 21:09:58.521103,182.33,4,2025-01,21,0
T036430,U02640,P00098,1,2025-01-20 21:11:30.521103,218.91,3,2025-01,21,0
T011690,U01639,P00184,3,2025-01-20 21:20:21.521103,292.89,4,2025-01,21,0
T020013,U01616,P00222,4,2025-01-20 21:46:16.521103,278.31,4,2025-01,21,0
T034485,U03386,P00956,4,2025-01-20 21:51:20.521103,29.01,2,2025-01,21,0
T007035,U00479,P00070,3,2025-01-20 21:58:24.521103,179.94,4,2025-01,21,0
T009766,U02425,P00017,3,2025-01-20 22:08:44.521103,267.18,2,2025-01,22,0
T040973,U00134,P00435,3,2025-01-20 22:16:37.521103,480.17,2,2025-01,22,0
T024205,U01127,P00230,5,2025-01-20 22:18:12.521103,469.39,1,2025-01,22,0
T037283,U03966,P00661,5,2025-01-20 22:18:54.521103,112.09,3,2025-01,22,0
T034906,U04953,P00615,5,2025-01-20 22:20:00.521103,238.22,3,2025-01,22,0
T031320,U02571,P00389,4,2025-01-20 22:20:18.521103,72.96,3,2025-01,22,0
T024810,U02735,P00995,5,2025-01-20 22:24:29.521103,498.15,2,2025-01,22,0
T003589,U04129,P00361,4,2025-01-20 22:34:23.521103,480.62,3,2025-01,22,0
T009666,U01546,P00623,4,2025-01-20 22:38:23.521103,67.53,1,2025-01,22,0
T047140,U04851,P00832,4,2025-01-20 22:39:16.521103,176.04,3,2025-01,22,0
T017869,U03666,P00424,4,2025-01-20 22:41:52.521103,440.99,4,2025-01,22,0
T040839,U04209,P00488,3,2025-01-20 22:44:45.521103,372.64,4,2025-01,22,0
T009921,U00653,P00202,4,2025-01-20 22:54:05.521103,299.69,1,2025-01,22,0
T015493,U01339,P00559,5,2025-01-20 22:54:17.521103,199.2,4,2025-01,22,0
T019844,U02706,P00076,5,2025-01-20 22:55:48.521103,58.14,4,2025-01,22,0
T024528,U00913,P00586,4,2025-01-20 23:12:56.521103,271.41,3,2025-01,23,0
T041813,U04788,P00105,4,2025-01-20 23:24:35.521103,468.61,2,2025-01,23,0
T026928,U04501,P00422,4,2025-01-20 23:45:35.521103,498.55,1,2025-01,23,0
T043364,U04872,P00462,4,2025-01-21 00:35:02.521103,259.79,1,2025-01,0,1
T044234,U00237,P00186,4,2025-01-21 00:39:53.521103,217.11,1,2025-01,0,1
T011732,U00755,P00262,3,2025-01-21 00:40:41.521103,407.91,4,2025-01,0,1
T030025,U03640,P00902,3,2025-01-21 00:47:56.521103,357.05,2,2025-01,0,1
T036684,U03774,P00782,5,2025-01-21 01:10:34.521103,12.29,2,2025-01,1,1
T045695,U04996,P00327,5,2025-01-21 01:16:56.521103,65.88,3,2025-01,1,1
T029539,U00357,P00796,2,2025-01-21 01:17:10.521103,22.7,2,2025-01,1,1
T002245,U02082,P00544,3,2025-01-21 01:24:15.521103,474.92,3,2025-01,1,1
T005844,U04289,P00570,5,2025-01-21 01:45:32.521103,68.15,3,2025-01,1,1
T025530,U00363,P00480,4,2025-01-21 01:47:18.521103,256.01,4,2025-01,1,1
T039175,U01144,P00715,3,2025-01-21 02:00:27.521103,366.48,1,2025-01,2,1
T016317,U04391,P00229,4,2025-01-21 02:03:23.521103,269.7,3,2025-01,2,1
T004654,U00120,P00058,4,2025-01-21 02:15:59.521103,433.62,3,2025-01,2,1
T007573,U01113,P00849,4,2025-01-21 02:56:03.521103,179.62,3,2025-01,2,1
T035418,U01735,P00391,1,2025-01-21 03:04:19.521103,296.64,4,2025-01,3,1
T017610,U01875,P00309,5,2025-01-21 03:21:59.521103,453.87,2,2025-01,3,1
T022233,U01939,P00490,5,2025-01-21 03:23:12.521103,324.73,4,2025-01,3,1
T013957,U03505,P00821,5,2025-01-21 03:27:25.521103,68.08,2,2025-01,3,1
T038857,U00071,P00841,4,2025-01-21 03:43:26.521103,398.47,4,2025-01,3,1
T037723,U00275,P00908,2,2025-01-21 03:48:44.521103,234.9,3,2025-01,3,1
T036595,U02379,P00566,4,2025-01-21 04:06:43.521103,298.47,1,2025-01,4,1
T038047,U02001,P00077,4,2025-01-21 04:13:09.521103,460.7,4,2025-01,4,1
T013947,U02761,P00706,5,2025-01-21 04:23:39.521103,209.57,4,2025-01,4,1
T020156,U00858,P00203,2,2025-01-21 04:56:18.521103,393.88,2,2025-01,4,1
T036362,U00273,P00460,4,2025-01-21 04:59:25.521103,376.73,3,2025-01,4,1
T014732,U01223,P00248,3,2025-01-21 05:07:20.521103,189.66,3,2025-01,5,1
T049889,U01677,P00970,3,2025-01-21 05:12:18.521103,391.22,1,2025-01,5,1
T013524,U01975,P00539,4,2025-01-21 05:24:59.521103,433.81,4,2025-01,5,1
T034561,U00753,P00016,4,2025-01-21 05:29:28.521103,38.6,1,2025-01,5,1
T046460,U02091,P00029,5,2025-01-21 06:00:09.521103,96.41,4,2025-01,6,1
T048015,U00109,P00227,3,2025-01-21 06:07:58.521103,22.62,2,2025-01,6,1
T025487,U00476,P00340,4,2025-01-21 06:12:57.521103,132.5,4,2025-01,6,1
T010470,U02089,P00876,4,2025-01-21 06:22:44.521103,460.83,1,2025-01,6,1
T040834,U00409,P00242,4,2025-01-21 06:28:41.521103,373.64,2,2025-01,6,1
T049664,U03185,P00856,4,2025-01-21 06:34:09.521103,301.71,4,2025-01,6,1
T018739,U03934,P00041,4,2025-01-21 06:54:49.521103,140.68,2,2025-01,6,1
T019886,U01426,P00904,5,2025-01-21 07:09:58.521103,426.24,4,2025-01,7,1
T015832,U02496,P00559,5,2025-01-21 07:12:16.521103,195.97,3,2025-01,7,1
T018868,U00083,P00274,4,2025-01-21 07:15:37.521103,258.75,1,2025-01,7,1
T016389,U04378,P00581,4,2025-01-21 07:26:43.521103,477.61,2,2025-01,7,1
T006553,U02687,P00969,3,2025-01-21 07:39:17.521103,259.05,1,2025-01,7,1
T034251,U02896,P00186,4,2025-01-21 08:02:32.521103,221.14,1,2025-01,8,1
T029351,U02329,P00775,4,2025-01-21 08:03:25.521103,37.12,2,2025-01,8,1
T000552,U02843,P00251,4,2025-01-21 08:16:31.521103,175.03,1,2025-01,8,1
T047189,U01963,P00534,5,2025-01-21 08:21:12.521103,354.97,2,2025-01,8,1
T016348,U00234,P00269,4,2025-01-21 08:21:58.521103,197.23,4,2025-01,8,1
T018202,U00732,P00926,4,2025-01-21 08:30:57.521103,315.3,4,2025-01,8,1
T007802,U01879,P00503,1,2025-01-21 08:43:49.521103,68.82,2,2025-01,8,1
T035227,U03714,P00240,5,2025-01-21 08:50:43.521103,281.2,3,2025-01,8,1
T006037,U02684,P00231,1,2025-01-21 09:14:27.521103,241.07,2,2025-01,9,1
T044967,U03584,P00087,5,2025-01-21 09:36:25.521103,377.94,1,2025-01,9,1
T015989,U02624,P00549,3,2025-01-21 09:36:30.521103,332.96,4,2025-01,9,1
T000363,U02468,P00400,5,2025-01-21 09:45:15.521103,430.02,4,2025-01,9,1
T006134,U03827,P00270,2,2025-01-21 09:54:47.521103,190.37,4,2025-01,9,1
T024989,U03376,P00017,4,2025-01-21 10:02:41.521103,498.54,3,2025-01,10,1
T048915,U04258,P00884,5,2025-01-21 10:13:26.521103,437.85,2,2025-01,10,1
T007018,U03425,P00240,4,2025-01-21 10:32:22.521103,304.86,1,2025-01,10,1
T002383,U00990,P00071,4,2025-01-21 10:40:30.521103,447.26,4,2025-01,10,1
T014945,U04039,P00936,4,2025-01-21 10:52:11.521103,372.3,3,2025-01,10,1
T013304,U04191,P00209,3,2025-01-21 11:10:02.521103,460.8,2,2025-01,11,1
T038513,U00920,P00742,4,2025-01-21 11:18:10.521103,207.32,1,2025-01,11,1
T031671,U00035,P00624,5,2025-01-21 11:19:37.521103,301.41,4,2025-01,11,1
T012328,U03831,P00070,2,2025-01-21 11:21:47.521103,334.61,2,2025-01,11,1
T028429,U03957,P00719,4,2025-01-21 11:28:31.521103,469.36,2,2025-01,11,1
T025198,U00326,P00597,5,2025-01-21 11:32:19.521103,470.48,3,2025-01,11,1
T035892,U00305,P00779,1,2025-01-21 11:48:13.521103,135.74,1,2025-01,11,1
T015829,U00493,P00505,3,2025-01-21 12:17:42.521103,350.37,3,2025-01,12,1
T046011,U04652,P00466,4,2025-01-21 12:18:30.521103,130.52,2,2025-01,12,1
T015913,U04807,P00312,5,2025-01-21 12:30:49.521103,476.41,2,2025-01,12,1
T045268,U00154,P00791,5,2025-01-21 12:36:50.521103,258.29,1,2025-01,12,1
T022192,U02571,P00722,5,2025-01-21 12:48:07.521103,213.61,4,2025-01,12,1
T042678,U00097,P00711,5,2025-01-21 12:50:07.521103,345.23,1,2025-01,12,1
T044620,U00135,P00042,4,2025-01-21 12:54:21.521103,105.98,3,2025-01,12,1
T036494,U00484,P00658,4,2025-01-21 13:12:55.521103,275.29,4,2025-01,13,1
T029891,U01487,P00332,4,2025-01-21 13:24:56.521103,47.3,3,2025-01,13,1
T039334,U00225,P00234,5,2025-01-21 13:32:40.521103,6.7,3,2025-01,13,1
T006973,U03451,P00725,5,2025-01-21 13:51:00.521103,76.01,3,2025-01,13,1
T005946,U01351,P00341,5,2025-01-21 14:02:50.521103,252.58,3,2025-01,14,1
T019643,U02893,P00309,4,2025-01-21 14:14:13.521103,382.38,4,2025-01,14,1
T012679,U01346,P00445,4,2025-01-21 14:28:56.521103,50.7,1,2025-01,14,1
T033780,U00897,P00540,5,2025-01-21 14:33:09.521103,229.5,2,2025-01,14,1
T036713,U02378,P00930,5,2025-01-21 14:48:43.521103,134.97,4,2025-01,14,1
T003345,U04626,P00463,4,2025-01-21 15:06:03.521103,199.49,4,2025-01,15,1
T041024,U00685,P00151,5,2025-01-21 15:20:08.521103,370.46,1,2025-01,15,1
T001000,U02947,P00018,4,2025-01-21 15:30:33.521103,294.42,4,2025-01,15,1
T005091,U00851,P00222,5,2025-01-21 15:34:29.521103,405.84,4,2025-01,15,1
T009430,U01738,P00517,3,2025-01-21 15:35:03.521103,234.5,3,2025-01,15,1
T042525,U03154,P00214,3,2025-01-21 15:43:09.521103,249.31,1,2025-01,15,1
T020615,U03019,P00821,4,2025-01-21 15:59:30.521103,207.73,1,2025-01,15,1
T023868,U00979,P00459,4,2025-01-21 16:13:25.521103,144.57,4,2025-01,16,1
T027402,U03193,P00323,5,2025-01-21 16:19:41.521103,385.17,4,2025-01,16,1
T045078,U00597,P00206,5,2025-01-21 16:24:13.521103,421.62,2,2025-01,16,1
T024171,U03994,P00073,5,2025-01-21 16:28:47.521103,487.11,3,2025-01,16,1
T030102,U04211,P00418,3,2025-01-21 16:34:34.521103,448.32,3,2025-01,16,1
T035835,U02145,P00088,5,2025-01-21 16:47:55.521103,492.24,1,2025-01,16,1
T039329,U01171,P00255,4,2025-01-21 16:56:40.521103,443.92,4,2025-01,16,1
T005897,U01723,P00925,2,2025-01-21 16:56:47.521103,295.4,1,2025-01,16,1
T008505,U00332,P00465,5,2025-01-21 17:15:01.521103,171.41,4,2025-01,17,1
T023478,U04454,P00087,4,2025-01-21 17:21:25.521103,445.99,3,2025-01,17,1
T005731,U01930,P00264,4,2025-01-21 17:23:55.521103,465.68,2,2025-01,17,1
T033179,U02115,P00730,4,2025-01-21 17:55:45.521103,42.12,3,2025-01,17,1
T043461,U04521,P00179,5,2025-01-21 17:59:09.521103,36.8,4,2025-01,17,1
T042469,U01310,P00833,5,2025-01-21 18:02:51.521103,106.95,2,2025-01,18,1
T016420,U00413,P00245,5,2025-01-21 18:12:32.521103,281.95,3,2025-01,18,1
T006392,U01223,P00061,4,2025-01-21 18:19:26.521103,168.82,3,2025-01,18,1
T029229,U01303,P00193,3,2025-01-21 18:25:41.521103,97.1,2,2025-01,18,1
T041898,U00347,P00378,5,2025-01-21 18:27:13.521103,469.08,2,2025-01,18,1
T005728,U00250,P00823,1,2025-01-21 18:34:46.521103,78.39,2,2025-01,18,1
T014646,U03900,P00432,3,2025-01-21 18:38:06.521103,110.52,4,2025-01,18,1
T016922,U02534,P00317,5,2025-01-21 18:38:57.521103,397.33,3,2025-01,18,1
T028608,U01936,P00282,1,2025-01-21 18:42:20.521103,58.28,4,2025-01,18,1
T046461,U01491,P00056,5,2025-01-21 18:43:49.521103,155.11,2,2025-01,18,1
T025111,U02136,P00179,5,2025-01-21 18:44:10.521103,286.5,1,2025-01,18,1
T038917,U01805,P00970,3,2025-01-21 18:47:53.521103,205.47,4,2025-01,18,1
T010604,U01145,P00025,5,2025-01-21 19:03:13.521103,265.05,1,2025-01,19,1
T007836,U02206,P00233,3,2025-01-21 19:04:07.521103,392.0,1,2025-01,19,1
T044331,U02610,P00572,3,2025-01-21 19:05:03.521103,134.47,3,2025-01,19,1
T049070,U00675,P00235,5,2025-01-21 19:08:35.521103,378.74,1,2025-01,19,1
T011688,U00002,P00964,3,2025-01-21 19:12:02.521103,446.11,1,2025-01,19,1
T016278,U01676,P00774,2,2025-01-21 19:16:41.521103,488.74,1,2025-01,19,1
T041837,U04328,P00108,4,2025-01-21 19:29:19.521103,394.56,4,2025-01,19,1
T019935,U02140,P00935,5,2025-01-21 19:33:56.521103,38.96,1,2025-01,19,1
T028696,U01777,P00192,5,2025-01-21 19:50:01.521103,119.53,4,2025-01,19,1
T005023,U04011,P00850,4,2025-01-21 19:54:07.521103,494.91,3,2025-01,19,1
T020064,U04584,P00362,5,2025-01-21 20:08:38.521103,346.68,2,2025-01,20,1
T041339,U01073,P00004,4,2025-01-21 20:33:14.521103,66.92,4,2025-01,20,1
T028251,U02996,P00313,5,2025-01-21 20:34:10.521103,33.48,4,2025-01,20,1
T042664,U00217,P00893,3,2025-01-21 20:45:50.521103,59.86,4,2025-01,20,1
T029954,U03809,P00204,4,2025-01-21 20:52:05.521103,335.51,1,2025-01,20,1
T001722,U04205,P00651,3,2025-01-21 21:20:51.521103,60.24,1,2025-01,21,1
T001753,U01024,P00539,5,2025-01-21 21:23:54.521103,295.98,4,2025-01,21,1
T004719,U00140,P00056,4,2025-01-21 21:24:17.521103,20.06,4,2025-01,21,1
T049190,U02274,P00189,3,2025-01-21 21:27:55.521103,69.96,1,2025-01,21,1
T010171,U01087,P00275,5,2025-01-21 21:31:06.521103,334.97,2,2025-01,21,1
T017155,U03567,P00055,5,2025-01-21 21:33:42.521103,494.73,3,2025-01,21,1
T047850,U02326,P00103,3,2025-01-21 21:37:01.521103,208.5,4,2025-01,21,1
T035450,U03825,P00930,5,2025-01-21 21:43:22.521103,82.17,4,2025-01,21,1
T007984,U03339,P00558,5,2025-01-21 21:50:39.521103,299.8,3,2025-01,21,1
T018551,U01587,P00055,5,2025-01-21 21:56:50.521103,305.4,2,2025-01,21,1
T009539,U00646,P00774,5,2025-01-21 22:07:15.521103,431.85,2,2025-01,22,1
T032662,U01394,P00862,3,2025-01-21 22:13:26.521103,429.73,4,2025-01,22,1
T002533,U04223,P00499,5,2025-01-21 22:15:30.521103,415.17,4,2025-01,22,1
T048394,U04573,P00169,5,2025-01-21 22:27:00.521103,193.12,3,2025-01,22,1
T020040,U03232,P00301,4,2025-01-21 22:27:30.521103,417.87,1,2025-01,22,1
T024657,U04728,P00778,4,2025-01-21 22:33:24.521103,470.74,1,2025-01,22,1
T004229,U01730,P00890,5,2025-01-21 22:45:13.521103,490.48,4,2025-01,22,1
T016028,U02014,P00893,5,2025-01-21 22:46:08.521103,119.42,3,2025-01,22,1
T007406,U04888,P00197,3,2025-01-21 22:46:56.521103,452.85,3,2025-01,22,1
T040021,U02680,P00168,5,2025-01-21 22:52:26.521103,285.41,2,2025-01,22,1
T008221,U04358,P00430,4,2025-01-21 23:15:36.521103,16.8,1,2025-01,23,1
T048315,U04680,P00219,2,2025-01-21 23:20:22.521103,352.29,2,2025-01,23,1
T022927,U03398,P00281,5,2025-01-21 23:27:56.521103,110.36,2,2025-01,23,1
T004145,U02436,P00562,5,2025-01-21 23:28:16.521103,114.2,3,2025-01,23,1
T002943,U00246,P00953,3,2025-01-21 23:54:17.521103,450.3,4,2025-01,23,1
T029583,U00711,P00344,4,2025-01-22 00:07:07.521103,61.73,2,2025-01,0,2
T041137,U02643,P00686,5,2025-01-22 00:33:06.521103,387.33,3,2025-01,0,2
T045033,U03243,P00570,4,2025-01-22 00:48:45.521103,25.24,1,2025-01,0,2
T020475,U03879,P00732,5,2025-01-22 00:51:09.521103,337.63,1,2025-01,0,2
T017724,U01875,P00183,4,2025-01-22 00:55:49.521103,457.21,4,2025-01,0,2
T017454,U01993,P00502,5,2025-01-22 01:20:32.521103,139.32,3,2025-01,1,2
T001746,U03093,P00285,5,2025-01-22 01:28:24.521103,442.55,1,2025-01,1,2
T035167,U03699,P00378,4,2025-01-22 01:41:22.521103,163.59,2,2025-01,1,2
T017577,U00258,P00764,5,2025-01-22 01:59:23.521103,102.87,4,2025-01,1,2
T046772,U00764,P00441,4,2025-01-22 02:03:07.521103,117.51,3,2025-01,2,2
T024709,U00184,P00753,1,2025-01-22 02:13:01.521103,56.09,1,2025-01,2,2
T027543,U00168,P00290,5,2025-01-22 02:17:40.521103,167.17,2,2025-01,2,2
T032120,U04620,P00762,5,2025-01-22 02:26:25.521103,181.49,2,2025-01,2,2
T021268,U03219,P00443,5,2025-01-22 02:28:36.521103,483.43,3,2025-01,2,2
T036629,U04600,P00545,5,2025-01-22 02:32:49.521103,29.95,1,2025-01,2,2
T017899,U04980,P00805,3,2025-01-22 02:41:08.521103,259.79,1,2025-01,2,2
T048463,U01237,P00301,2,2025-01-22 03:04:42.521103,271.3,2,2025-01,3,2
T049459,U02601,P00286,5,2025-01-22 03:14:11.521103,79.61,2,2025-01,3,2
T036249,U04752,P00530,2,2025-01-22 03:17:22.521103,255.53,4,2025-01,3,2
T030170,U03512,P00788,5,2025-01-22 03:18:33.521103,197.12,4,2025-01,3,2
T049805,U02179,P00093,5,2025-01-22 03:56:46.521103,266.93,2,2025-01,3,2
T001768,U04729,P00048,4,2025-01-22 04:05:59.521103,6.37,4,2025-01,4,2
T035938,U02075,P00388,3,2025-01-22 04:12:19.521103,132.19,1,2025-01,4,2
T040956,U04205,P00499,5,2025-01-22 04:20:01.521103,18.98,2,2025-01,4,2
T017605,U00154,P00143,4,2025-01-22 04:21:27.521103,370.17,3,2025-01,4,2
T025979,U00596,P00286,5,2025-01-22 04:37:46.521103,380.6,1,2025-01,4,2
T019226,U02862,P00190,4,2025-01-22 04:45:59.521103,407.31,2,2025-01,4,2
T048831,U00914,P00639,4,2025-01-22 05:01:01.521103,84.09,1,2025-01,5,2
T004839,U01328,P00303,4,2025-01-22 05:02:29.521103,154.0,3,2025-01,5,2
T035673,U03483,P00620,3,2025-01-22 05:03:56.521103,75.85,2,2025-01,5,2
T012815,U04805,P00060,3,2025-01-22 05:14:42.521103,211.98,2,2025-01,5,2
T040686,U02014,P00278,1,2025-01-22 05:14:48.521103,91.52,4,2025-01,5,2
T046047,U02370,P00441,5,2025-01-22 05:28:19.521103,357.1,2,2025-01,5,2
T028955,U01464,P00082,3,2025-01-22 05:48:34.521103,113.84,1,2025-01,5,2
T044000,U00447,P00315,5,2025-01-22 05:50:04.521103,463.9,4,2025-01,5,2
T048097,U04093,P00436,5,2025-01-22 05:54:34.521103,28.81,2,2025-01,5,2
T037974,U00210,P00957,2,2025-01-22 06:00:53.521103,10.92,2,2025-01,6,2
T028401,U01057,P00442,3,2025-01-22 06:01:49.521103,469.02,2,2025-01,6,2
T043688,U02953,P00443,5,2025-01-22 06:20:37.521103,67.68,3,2025-01,6,2
T031895,U02264,P00851,5,2025-01-22 06:30:18.521103,45.12,1,2025-01,6,2
T009660,U04015,P00179,1,2025-01-22 06:47:15.521103,117.29,1,2025-01,6,2
T031623,U04252,P01000,3,2025-01-22 06:48:52.521103,18.34,4,2025-01,6,2
T020376,U01956,P00598,5,2025-01-22 06:51:04.521103,392.7,4,2025-01,6,2
T014239,U00856,P00077,5,2025-01-22 06:52:11.521103,24.96,1,2025-01,6,2
T017278,U01928,P00173,5,2025-01-22 06:59:31.521103,254.75,2,2025-01,6,2
T007639,U01269,P00119,5,2025-01-22 06:59:48.521103,241.81,2,2025-01,6,2
T048502,U04836,P00948,2,2025-01-22 07:02:34.521103,317.28,4,2025-01,7,2
T015731,U03658,P00203,3,2025-01-22 07:34:38.521103,480.96,4,2025-01,7,2
T015135,U00938,P00868,5,2025-01-22 07:36:01.521103,34.71,3,2025-01,7,2
T007081,U04553,P00941,5,2025-01-22 07:39:27.521103,47.75,3,2025-01,7,2
T042720,U04331,P00858,5,2025-01-22 07:39:45.521103,326.34,4,2025-01,7,2
T044229,U03973,P00339,4,2025-01-22 07:51:57.521103,143.1,1,2025-01,7,2
T010779,U04668,P00298,4,2025-01-22 07:53:17.521103,478.72,3,2025-01,7,2
T020096,U00290,P00537,5,2025-01-22 07:53:37.521103,467.53,3,2025-01,7,2
T045831,U03591,P00084,3,2025-01-22 08:02:19.521103,208.4,1,2025-01,8,2
T000562,U02460,P00581,5,2025-01-22 08:05:02.521103,497.93,1,2025-01,8,2
T016143,U03088,P00046,5,2025-01-22 08:14:22.521103,382.95,4,2025-01,8,2
T007707,U02895,P00162,4,2025-01-22 08:16:54.521103,156.24,4,2025-01,8,2
T016541,U00615,P00066,4,2025-01-22 08:22:42.521103,348.48,4,2025-01,8,2
T010278,U02664,P00798,3,2025-01-22 08:27:41.521103,177.39,4,2025-01,8,2
T004274,U01030,P00364,4,2025-01-22 08:49:57.521103,329.39,3,2025-01,8,2
T003152,U04353,P00310,4,2025-01-22 08:55:00.521103,256.99,4,2025-01,8,2
T048319,U00361,P00659,5,2025-01-22 09:09:42.521103,112.45,4,2025-01,9,2
T023259,U04220,P00823,5,2025-01-22 09:10:56.521103,373.83,1,2025-01,9,2
T037991,U02563,P00177,4,2025-01-22 09:15:43.521103,274.69,1,2025-01,9,2
T029459,U04047,P00300,5,2025-01-22 09:21:45.521103,409.27,2,2025-01,9,2
T006903,U00128,P00127,4,2025-01-22 09:22:42.521103,106.51,2,2025-01,9,2
T002917,U02780,P00879,4,2025-01-22 09:25:24.521103,290.84,4,2025-01,9,2
T003805,U04845,P00471,4,2025-01-22 09:31:11.521103,130.3,4,2025-01,9,2
T048182,U03300,P00371,5,2025-01-22 09:41:26.521103,153.17,1,2025-01,9,2
T022878,U01568,P00691,4,2025-01-22 09:44:31.521103,78.57,2,2025-01,9,2
T002473,U02996,P00336,3,2025-01-22 09:45:10.521103,170.63,1,2025-01,9,2
T040822,U00117,P00188,4,2025-01-22 09:45:11.521103,231.58,1,2025-01,9,2
T038714,U02487,P00582,5,2025-01-22 09:54:39.521103,47.64,1,2025-01,9,2
T022208,U01145,P00248,3,2025-01-22 09:55:55.521103,252.73,4,2025-01,9,2
T010995,U00370,P00792,1,2025-01-22 09:57:32.521103,379.14,1,2025-01,9,2
T024071,U01330,P00770,5,2025-01-22 10:22:18.521103,392.9,3,2025-01,10,2
T030060,U00658,P00542,5,2025-01-22 10:25:49.521103,158.81,2,2025-01,10,2
