CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,UniqueProducts,Cluster,Cluster_Name
13503,70.0,1.0,216.85,216.85,248.0,17.0,0,At Risk
13504,63.0,1.0,295.93,295.93,178.0,22.0,0,At Risk
13505,72.0,4.0,4393.63,1098.4075,2486.0,182.0,3,New Customers
13506,315.0,2.0,458.52,229.26,324.0,26.0,2,Potential Loyalists
13507,2.0,4.0,2479.16,619.79,1597.0,146.0,3,New Customers
13508,243.0,1.0,110.97,110.97,24.0,12.0,2,Potential Loyalists
13509,8.0,7.0,979.72,139.96,1106.0,27.0,0,At Risk
13510,0.0,4.0,1791.56,447.89,1386.0,86.0,0,At Risk
13512,260.0,1.0,251.21,251.21,143.0,15.0,2,Potential Loyalists
13513,126.0,1.0,205.1,205.1,109.0,10.0,0,At Risk
13514,73.0,1.0,152.20000000000002,152.20000000000002,40.0,4.0,0,At Risk
13515,72.0,4.0,891.12,222.78,681.0,50.0,0,At Risk
13516,20.0,3.0,1389.41,463.1366666666667,985.0,43.0,0,At Risk
13517,59.0,3.0,2128.42,709.4733333333334,1369.0,125.0,3,New Customers
13518,85.0,1.0,659.4399999999999,659.4399999999999,392.0,36.0,0,At Risk
13519,77.0,1.0,122.75,122.75,23.0,8.0,0,At Risk
13520,58.0,6.0,3624.35,604.0583333333333,1649.0,49.0,3,New Customers
13521,0.0,3.0,1093.65,364.55,736.0,313.0,3,New Customers
13522,29.0,1.0,125.80000000000001,125.80000000000001,44.0,5.0,0,At Risk
13523,32.0,5.0,3964.88,792.976,1752.0,157.0,3,New Customers
13524,40.0,5.0,680.1800000000001,136.036,324.0,17.0,0,At Risk
13525,14.0,2.0,628.78,314.39,394.0,5.0,0,At Risk
13527,33.0,7.0,2287.51,326.7871428571429,1692.0,153.0,3,New Customers
13529,78.0,2.0,307.76,153.88,74.0,15.0,0,At Risk
13531,204.0,2.0,483.8,241.9,174.0,17.0,2,Potential Loyalists
13532,33.0,1.0,210.31,210.31,129.0,66.0,0,At Risk
13533,182.0,3.0,270.79,90.26333333333334,204.0,61.0,2,Potential Loyalists
13534,1.0,25.0,5870.08,234.8032,2961.0,119.0,3,New Customers
13536,0.0,7.0,3448.29,492.61285714285714,2136.0,91.0,3,New Customers
13538,42.0,7.0,1280.85,182.97857142857143,175.0,10.0,0,At Risk
13539,85.0,3.0,631.34,210.4466666666667,320.0,35.0,0,At Risk
13544,39.0,2.0,291.41,145.705,127.0,76.0,0,At Risk
13546,11.0,3.0,626.99,208.99666666666667,359.0,72.0,0,At Risk
13548,95.0,2.0,682.41,341.205,441.0,114.0,0,At Risk
13549,25.0,7.0,918.2,131.17142857142858,458.0,37.0,0,At Risk
13551,318.0,1.0,91.80000000000001,91.80000000000001,12.0,4.0,2,Potential Loyalists
13552,65.0,12.0,3740.07,311.6725,1417.0,82.0,3,New Customers
13555,73.0,4.0,4149.28,1037.32,2660.0,128.0,3,New Customers
13557,27.0,2.0,584.06,292.03,546.0,31.0,0,At Risk
13558,5.0,4.0,605.06,151.265,344.0,123.0,0,At Risk
13560,6.0,1.0,174.37,174.37,64.0,32.0,0,At Risk
13561,215.0,1.0,141.85999999999999,141.85999999999999,83.0,14.0,2,Potential Loyalists
13562,81.0,3.0,1799.33,599.7766666666666,757.0,50.0,0,At Risk
13563,83.0,2.0,777.53,388.765,209.0,49.0,0,At Risk
13564,143.0,3.0,1749.02,583.0066666666667,661.0,68.0,0,At Risk
13565,18.0,2.0,240.22,120.11,172.0,35.0,0,At Risk
13566,40.0,2.0,874.71,437.355,575.0,134.0,0,At Risk
13568,172.0,1.0,192.85,192.85,70.0,41.0,2,Potential Loyalists
13569,16.0,2.0,373.75,186.875,164.0,73.0,0,At Risk
13570,242.0,1.0,239.49,239.49,161.0,27.0,2,Potential Loyalists
13571,12.0,12.0,2092.32,174.36,1759.0,157.0,3,New Customers
13572,205.0,1.0,1384.25,1384.25,534.0,32.0,2,Potential Loyalists
13573,49.0,2.0,294.4,147.2,303.0,24.0,0,At Risk
13575,22.0,5.0,732.0699999999999,146.414,449.0,41.0,0,At Risk
13576,9.0,18.0,6717.34,373.18555555555554,2646.0,78.0,3,New Customers
13577,24.0,4.0,1687.6000000000001,421.90000000000003,791.0,61.0,0,At Risk
13579,14.0,2.0,467.04,233.52,176.0,19.0,0,At Risk
13581,308.0,1.0,118.0,118.0,30.0,10.0,2,Potential Loyalists
13583,155.0,1.0,781.03,781.03,725.0,53.0,0,At Risk
13584,306.0,1.0,142.4,142.4,37.0,24.0,2,Potential Loyalists
13587,63.0,1.0,712.4,712.4,180.0,8.0,0,At Risk
13588,15.0,9.0,2478.95,275.43888888888887,2606.0,131.0,3,New Customers
13589,14.0,2.0,379.65,189.825,114.0,21.0,0,At Risk
13590,10.0,6.0,1981.92,330.32,1848.0,70.0,0,At Risk
13591,64.0,3.0,1117.13,372.3766666666667,485.0,56.0,0,At Risk
13592,35.0,4.0,247.95999999999998,61.989999999999995,84.0,15.0,0,At Risk
13593,107.0,5.0,2037.0800000000002,407.41600000000005,731.0,77.0,0,At Risk
13594,52.0,1.0,396.97,396.97,359.0,26.0,0,At Risk
13596,5.0,2.0,697.04,348.52,406.0,133.0,0,At Risk
13598,46.0,1.0,180.17000000000002,180.17000000000002,58.0,33.0,0,At Risk
13599,0.0,21.0,5153.67,245.41285714285715,3294.0,171.0,3,New Customers
13600,311.0,1.0,219.52,219.52,324.0,19.0,2,Potential Loyalists
13601,44.0,2.0,693.32,346.66,548.0,90.0,0,At Risk
13602,64.0,1.0,428.89,428.89,267.0,23.0,0,At Risk
13603,25.0,1.0,164.34,164.34,164.0,27.0,0,At Risk
13606,28.0,3.0,280.53999999999996,93.51333333333332,279.0,40.0,0,At Risk
13607,39.0,1.0,678.01,678.01,290.0,93.0,0,At Risk
13610,11.0,7.0,1131.88,161.69714285714286,516.0,165.0,3,New Customers
13611,88.0,3.0,1171.8,390.59999999999997,766.0,67.0,0,At Risk
13614,23.0,4.0,1610.46,402.615,570.0,171.0,3,New Customers
13615,318.0,1.0,417.69,417.69,189.0,23.0,2,Potential Loyalists
13617,39.0,3.0,544.18,181.39333333333332,300.0,31.0,0,At Risk
13618,173.0,1.0,177.34,177.34,246.0,13.0,2,Potential Loyalists
13621,116.0,1.0,213.85,213.85,343.0,19.0,0,At Risk
13623,30.0,5.0,747.78,149.55599999999998,294.0,75.0,0,At Risk
13626,252.0,1.0,257.23,257.23,209.0,19.0,2,Potential Loyalists
13627,58.0,5.0,1638.47,327.694,1269.0,84.0,0,At Risk
13629,22.0,11.0,7792.36,708.3963636363636,4372.0,28.0,3,New Customers
13630,4.0,7.0,2031.78,290.2542857142857,1391.0,51.0,0,At Risk
13631,99.0,11.0,3070.42,279.1290909090909,467.0,6.0,0,At Risk
13632,24.0,5.0,2121.27,424.254,1037.0,121.0,3,New Customers
13634,32.0,5.0,1575.16,315.03200000000004,704.0,156.0,3,New Customers
13635,67.0,1.0,1071.03,1071.03,677.0,62.0,0,At Risk
13636,36.0,5.0,949.12,189.824,592.0,57.0,0,At Risk
13637,51.0,3.0,810.5,270.1666666666667,409.0,79.0,0,At Risk
13638,15.0,1.0,122.64,122.64,93.0,8.0,0,At Risk
13639,73.0,1.0,1033.34,1033.34,800.0,39.0,0,At Risk
13642,215.0,1.0,354.8,354.8,173.0,57.0,2,Potential Loyalists
13643,30.0,3.0,519.44,173.14666666666668,273.0,24.0,0,At Risk
13644,15.0,4.0,2624.26,656.065,2067.0,144.0,3,New Customers
13645,119.0,1.0,252.1,252.1,158.0,5.0,0,At Risk
13647,9.0,4.0,1678.1200000000001,419.53000000000003,895.0,65.0,0,At Risk
13649,256.0,2.0,346.6,173.3,139.0,23.0,2,Potential Loyalists
13650,16.0,6.0,1836.34,306.0566666666667,922.0,79.0,0,At Risk
13651,34.0,2.0,94.2,47.1,33.0,6.0,0,At Risk
13652,45.0,3.0,1095.08,365.02666666666664,578.0,48.0,0,At Risk
13654,42.0,6.0,2707.33,451.22166666666664,2182.0,157.0,3,New Customers
13655,113.0,2.0,932.97,466.485,605.0,52.0,0,At Risk
13656,164.0,2.0,379.65,189.825,490.0,49.0,2,Potential Loyalists
13657,10.0,2.0,382.14,191.07,209.0,16.0,0,At Risk
13658,9.0,5.0,2639.17,527.8340000000001,1019.0,91.0,0,At Risk
13659,205.0,2.0,1573.2,786.6,894.0,92.0,2,Potential Loyalists
13662,85.0,3.0,897.76,299.25333333333333,543.0,50.0,0,At Risk
13663,178.0,1.0,189.47,189.47,91.0,13.0,2,Potential Loyalists
13666,59.0,3.0,84.65,28.21666666666667,41.0,12.0,0,At Risk
13667,148.0,1.0,305.02,305.02,154.0,82.0,0,At Risk
13668,2.0,21.0,6363.59,303.02809523809526,3742.0,284.0,3,New Customers
13669,50.0,2.0,218.55,109.275,237.0,9.0,0,At Risk
13670,74.0,1.0,349.7,349.7,282.0,25.0,0,At Risk
13672,300.0,2.0,186.39000000000001,93.19500000000001,57.0,4.0,2,Potential Loyalists
13673,18.0,2.0,396.92,198.46,119.0,47.0,0,At Risk
13675,150.0,2.0,486.82000000000005,243.41000000000003,330.0,25.0,2,Potential Loyalists
13678,151.0,1.0,232.6,232.6,924.0,16.0,2,Potential Loyalists
13680,0.0,4.0,3722.42,930.605,1936.0,164.0,3,New Customers
13681,17.0,4.0,827.83,206.9575,360.0,37.0,0,At Risk
13682,186.0,1.0,59.5,59.5,10.0,3.0,2,Potential Loyalists
13684,285.0,1.0,67.23,67.23,39.0,29.0,2,Potential Loyalists
13685,2.0,7.0,3119.44,445.63428571428574,5056.0,29.0,3,New Customers
13686,182.0,1.0,72.0,72.0,70.0,8.0,2,Potential Loyalists
13689,62.0,1.0,910.0,910.0,512.0,6.0,0,At Risk
13690,58.0,1.0,172.25,172.25,67.0,9.0,0,At Risk
13692,24.0,3.0,1488.32,496.1066666666666,1226.0,48.0,0,At Risk
13694,3.0,30.0,19880.99570000001,1300.7924,11046.580000000007,354.0,1,Champions
13695,30.0,15.0,2504.13,166.942,1603.0,46.0,3,New Customers
13697,38.0,1.0,151.29999999999998,151.29999999999998,177.0,12.0,0,At Risk
13699,154.0,1.0,308.58000000000004,308.58000000000004,66.0,14.0,2,Potential Loyalists
13700,25.0,10.0,2265.12,226.512,2304.0,139.0,3,New Customers
13703,317.0,1.0,99.5,99.5,10.0,1.0,2,Potential Loyalists
13704,4.0,9.0,2308.06,256.4511111111111,1531.0,111.0,3,New Customers
13705,7.0,3.0,711.86,237.28666666666666,363.0,25.0,0,At Risk
13706,302.0,1.0,330.79,330.79,189.0,20.0,2,Potential Loyalists
13707,266.0,2.0,806.41,403.205,351.0,48.0,2,Potential Loyalists
13708,270.0,1.0,296.88,296.88,306.0,49.0,2,Potential Loyalists
13709,3.0,13.0,6328.05,486.7730769230769,3516.0,244.0,3,New Customers
13710,31.0,1.0,180.48,180.48,176.0,8.0,0,At Risk
13711,218.0,2.0,252.06,126.03,140.0,11.0,2,Potential Loyalists
13712,246.0,1.0,228.84,228.84,352.0,10.0,2,Potential Loyalists
13715,280.0,5.0,1079.34,215.868,563.0,89.0,2,Potential Loyalists
13716,268.0,1.0,138.28,138.28,138.0,21.0,2,Potential Loyalists
13717,31.0,6.0,1445.01,240.835,1959.0,92.0,0,At Risk
13718,245.0,2.0,306.55,153.275,173.0,9.0,2,Potential Loyalists
13719,14.0,5.0,1041.68,208.336,609.0,56.0,0,At Risk
13720,116.0,4.0,799.9,199.975,501.0,42.0,0,At Risk
13721,35.0,1.0,524.14,524.14,316.0,28.0,0,At Risk
13722,131.0,3.0,2375.41,791.8033333333333,1401.0,75.0,0,At Risk
13723,216.0,1.0,199.85000000000002,199.85000000000002,43.0,6.0,2,Potential Loyalists
13725,49.0,8.0,1980.56,247.57,806.0,95.0,0,At Risk
13726,38.0,2.0,1079.6599999999999,539.8299999999999,1054.0,39.0,0,At Risk
13727,28.0,2.0,333.48,166.74,162.0,19.0,0,At Risk
13728,36.0,6.0,1016.14,169.35666666666665,458.0,38.0,0,At Risk
13730,135.0,2.0,752.6,376.3,488.0,38.0,0,At Risk
13731,218.0,2.0,610.59,305.295,278.0,36.0,2,Potential Loyalists
13732,27.0,1.0,491.86,491.86,498.0,33.0,0,At Risk
13735,24.0,4.0,2885.2400000000002,721.3100000000001,1130.0,158.0,3,New Customers
13736,4.0,2.0,731.9,365.95,497.0,166.0,0,At Risk
13737,199.0,1.0,339.59999999999997,339.59999999999997,125.0,29.0,2,Potential Loyalists
13739,17.0,1.0,216.9,216.9,54.0,3.0,0,At Risk
13740,240.0,1.0,350.75,350.75,425.0,23.0,2,Potential Loyalists
13741,71.0,3.0,668.4300000000001,222.81000000000003,218.0,34.0,0,At Risk
13742,16.0,12.0,3131.02,260.91833333333335,1124.0,200.0,3,New Customers
13743,2.0,7.0,1341.6,191.65714285714284,1776.0,8.0,0,At Risk
13744,94.0,2.0,1156.36,578.18,1249.0,54.0,0,At Risk
13745,161.0,1.0,300.04,300.04,496.0,25.0,2,Potential Loyalists
13747,368.0,1.0,79.6,79.6,8.0,1.0,2,Potential Loyalists
13748,95.0,5.0,948.25,189.65,439.0,24.0,0,At Risk
13750,53.0,5.0,1647.26,329.452,516.0,20.0,0,At Risk
13751,287.0,1.0,296.25,296.25,152.0,9.0,2,Potential Loyalists
13752,123.0,6.0,1186.28,197.71333333333334,876.0,64.0,0,At Risk
13753,287.0,1.0,741.26,741.26,512.0,35.0,2,Potential Loyalists
13754,151.0,2.0,282.59999999999997,141.29999999999998,214.0,11.0,2,Potential Loyalists
13755,3.0,9.0,2161.35,240.14999999999998,1264.0,232.0,3,New Customers
13756,1.0,14.0,5189.52,370.68,3188.0,66.0,3,New Customers
13758,11.0,7.0,3190.55,455.79285714285714,1844.0,104.0,3,New Customers
13759,32.0,2.0,659.4100000000001,329.70500000000004,287.0,24.0,0,At Risk
13760,53.0,2.0,286.79,143.395,197.0,50.0,0,At Risk
13761,49.0,2.0,1070.65,535.325,642.0,68.0,0,At Risk
13762,218.0,1.0,306.72,306.72,272.0,7.0,2,Potential Loyalists
13763,62.0,1.0,1714.96,1714.96,728.0,15.0,0,At Risk
13764,70.0,3.0,1521.76,507.25333333333333,932.0,183.0,3,New Customers
13767,1.0,30.0,17220.36,465.41513513513513,7322.0,55.0,1,Champions
13769,1.0,10.0,2796.51,279.651,1163.0,73.0,3,New Customers
13771,63.0,4.0,2634.45,658.6125,1477.0,114.0,3,New Customers
13772,33.0,3.0,1132.13,377.3766666666667,546.0,141.0,0,At Risk
13774,81.0,1.0,345.0,345.0,192.0,22.0,0,At Risk
13777,0.0,30.0,19880.99570000001,787.1866666666666,11046.580000000007,36.0,1,Champions
13778,102.0,1.0,178.7,178.7,70.0,9.0,0,At Risk
13780,6.0,2.0,360.01,180.005,318.0,56.0,0,At Risk
13781,250.0,1.0,127.84,127.84,30.0,17.0,2,Potential Loyalists
13782,12.0,6.0,912.0,152.0,371.0,96.0,0,At Risk
13784,9.0,11.0,2462.79,223.89,2493.0,9.0,0,At Risk
13786,366.0,1.0,230.39999999999998,230.39999999999998,136.0,7.0,2,Potential Loyalists
13787,75.0,2.0,309.04,154.52,337.0,24.0,0,At Risk
13790,3.0,1.0,348.8,348.8,748.0,45.0,0,At Risk
13791,127.0,2.0,1516.0,758.0,1200.0,7.0,0,At Risk
13792,65.0,2.0,195.55,97.775,92.0,13.0,0,At Risk
13798,0.0,30.0,19880.99570000001,651.8219298245614,11046.580000000007,113.0,1,Champions
13799,116.0,2.0,688.86,344.43,402.0,32.0,0,At Risk
13800,309.0,1.0,558.32,558.32,331.0,33.0,2,Potential Loyalists
13801,66.0,1.0,324.8,324.8,168.0,23.0,0,At Risk
13802,138.0,3.0,4599.42,1533.14,2572.0,55.0,3,New Customers
13803,254.0,1.0,277.07,277.07,121.0,17.0,2,Potential Loyalists
13804,30.0,7.0,2635.79,376.5414285714286,1498.0,124.0,3,New Customers
13805,51.0,2.0,924.6,462.3,1900.0,10.0,0,At Risk
13806,63.0,1.0,256.38,256.38,56.0,10.0,0,At Risk
13807,366.0,1.0,112.6,112.6,36.0,7.0,2,Potential Loyalists
13808,5.0,5.0,1747.66,349.53200000000004,782.0,70.0,0,At Risk
13809,304.0,1.0,155.05,155.05,29.0,11.0,2,Potential Loyalists
13810,28.0,3.0,1499.01,499.67,312.0,32.0,0,At Risk
13811,183.0,3.0,814.5,271.5,68.0,7.0,2,Potential Loyalists
13812,41.0,3.0,539.0,179.66666666666666,333.0,33.0,0,At Risk
13813,39.0,4.0,1366.8600000000001,341.71500000000003,552.0,54.0,0,At Risk
13814,91.0,2.0,1579.12,789.56,864.0,37.0,0,At Risk
13815,21.0,4.0,4027.36,1006.84,2560.0,132.0,3,New Customers
13816,23.0,2.0,571.6700000000001,285.83500000000004,269.0,25.0,0,At Risk
13817,28.0,2.0,382.98,191.49,211.0,20.0,0,At Risk
13819,301.0,3.0,1140.35,380.1166666666666,1109.0,26.0,2,Potential Loyalists
13821,144.0,2.0,385.64,192.82,153.0,51.0,0,At Risk
13822,5.0,2.0,632.0,316.0,611.0,90.0,0,At Risk
13823,18.0,2.0,957.66,478.83,439.0,39.0,0,At Risk
13824,32.0,5.0,1698.94,339.788,768.0,34.0,0,At Risk
13826,175.0,1.0,189.5,189.5,82.0,10.0,2,Potential Loyalists
13827,57.0,3.0,412.05,137.35,141.0,83.0,0,At Risk
13828,21.0,1.0,209.49,209.49,311.0,15.0,0,At Risk
13831,15.0,6.0,2202.99,367.16499999999996,745.0,58.0,0,At Risk
13832,18.0,1.0,52.199999999999996,52.199999999999996,28.0,3.0,0,At Risk
13833,158.0,1.0,384.8,384.8,118.0,28.0,2,Potential Loyalists
13835,24.0,4.0,834.57,208.6425,442.0,48.0,0,At Risk
13837,211.0,2.0,271.24,135.62,183.0,17.0,2,Potential Loyalists
13838,5.0,4.0,691.73,172.9325,263.0,144.0,0,At Risk
13841,252.0,1.0,85.0,85.0,100.0,1.0,2,Potential Loyalists
13842,58.0,9.0,3385.62,376.18,1768.0,155.0,3,New Customers
13844,10.0,1.0,361.62,361.62,196.0,20.0,0,At Risk
13845,64.0,1.0,312.98,312.98,182.0,9.0,0,At Risk
13846,24.0,3.0,865.0600000000001,288.35333333333335,388.0,55.0,0,At Risk
13848,91.0,3.0,1255.0,418.3333333333333,3700.0,3.0,0,At Risk
13849,51.0,2.0,1537.95,768.975,1016.0,97.0,0,At Risk
13850,128.0,1.0,1595.48,1595.48,944.0,93.0,3,New Customers
13851,95.0,3.0,2651.46,883.82,1705.0,77.0,3,New Customers
13853,56.0,1.0,1090.14,1090.14,312.0,23.0,0,At Risk
13854,8.0,25.0,8109.5199999999995,324.38079999999997,2296.0,39.0,3,New Customers
13856,168.0,3.0,388.5,129.5,494.0,10.0,2,Potential Loyalists
13858,56.0,1.0,216.17,216.17,75.0,11.0,0,At Risk
13859,325.0,1.0,201.16,201.16,129.0,27.0,2,Potential Loyalists
13860,0.0,5.0,1245.9,249.18,591.0,58.0,0,At Risk
13862,17.0,8.0,2209.36,276.17,1688.0,97.0,3,New Customers
13863,247.0,1.0,305.78,305.78,224.0,20.0,2,Potential Loyalists
13865,57.0,4.0,501.56,125.39,204.0,26.0,0,At Risk
13866,73.0,1.0,145.67000000000002,145.67000000000002,57.0,7.0,0,At Risk
13867,30.0,3.0,1015.29,338.43,513.0,51.0,0,At Risk
13868,6.0,2.0,3192.54,1596.27,1964.0,32.0,3,New Customers
13869,122.0,4.0,3104.95,776.2375,1721.0,234.0,3,New Customers
13870,1.0,8.0,2770.94,346.3675,1325.0,91.0,3,New Customers
13871,22.0,13.0,6403.25,492.5576923076923,2806.0,155.0,3,New Customers
13873,119.0,3.0,389.6,129.86666666666667,140.0,21.0,0,At Risk
13874,357.0,1.0,540.45,540.45,180.0,18.0,2,Potential Loyalists
13875,53.0,5.0,1786.79,357.358,1316.0,79.0,0,At Risk
13876,63.0,1.0,122.7,122.7,36.0,7.0,0,At Risk
13877,85.0,1.0,117.24,117.24,108.0,3.0,0,At Risk
13878,54.0,1.0,1281.53,1281.53,475.0,35.0,0,At Risk
13880,20.0,13.0,3219.77,247.67461538461538,1842.0,125.0,3,New Customers
13881,3.0,20.0,17159.52,857.976,10118.0,72.0,1,Champions
13882,2.0,5.0,1191.13,238.22600000000003,953.0,54.0,0,At Risk
13883,10.0,5.0,2674.48,534.896,1436.0,108.0,3,New Customers
13884,6.0,5.0,787.6,157.52,300.0,45.0,0,At Risk
13885,188.0,2.0,506.8,253.4,182.0,28.0,2,Potential Loyalists
13886,70.0,1.0,243.56,243.56,126.0,16.0,0,At Risk
13887,203.0,1.0,349.55,349.55,147.0,19.0,2,Potential Loyalists
13888,119.0,2.0,605.63,302.815,258.0,38.0,0,At Risk
13889,92.0,1.0,416.90000000000003,416.90000000000003,146.0,15.0,0,At Risk
13890,0.0,10.0,1883.8100000000002,188.38100000000003,831.0,74.0,0,At Risk
13892,26.0,4.0,632.97,158.2425,983.0,26.0,0,At Risk
13893,297.0,1.0,821.1,821.1,190.0,21.0,2,Potential Loyalists
13894,23.0,3.0,564.62,188.20666666666668,354.0,25.0,0,At Risk
13895,27.0,4.0,2593.07,648.2675,1365.0,97.0,3,New Customers
13897,49.0,1.0,311.16,311.16,200.0,17.0,0,At Risk
13898,325.0,1.0,155.93,155.93,133.0,12.0,2,Potential Loyalists
13899,15.0,2.0,388.52,194.26,156.0,19.0,0,At Risk
13900,182.0,3.0,740.95,246.98333333333335,430.0,42.0,2,Potential Loyalists
13901,71.0,5.0,2867.2,573.4399999999999,1739.0,144.0,3,New Customers
13904,36.0,2.0,332.64,166.32,332.0,24.0,0,At Risk
13908,79.0,4.0,2369.55,592.3875,1478.0,104.0,3,New Customers
13911,56.0,9.0,2580.91,286.7677777777778,2731.0,120.0,3,New Customers
13914,11.0,2.0,626.45,313.225,380.0,28.0,0,At Risk
13917,49.0,2.0,272.04,136.02,228.0,16.0,0,At Risk
13918,49.0,2.0,1212.8400000000001,606.4200000000001,1140.0,30.0,0,At Risk
13919,58.0,2.0,384.81,192.405,474.0,24.0,0,At Risk
13922,351.0,1.0,172.25,172.25,93.0,7.0,2,Potential Loyalists
13923,53.0,1.0,351.13,351.13,185.0,20.0,0,At Risk
13924,1.0,6.0,1838.8500000000001,306.475,1575.0,90.0,0,At Risk
13925,92.0,4.0,678.25,169.5625,331.0,28.0,0,At Risk
13926,22.0,1.0,223.85000000000002,223.85000000000002,104.0,11.0,0,At Risk
13927,74.0,1.0,348.99,348.99,214.0,21.0,0,At Risk
13928,10.0,4.0,464.57,116.1425,129.0,23.0,0,At Risk
13929,168.0,2.0,842.65,421.325,143.0,8.0,2,Potential Loyalists
13930,57.0,2.0,337.34,168.67,274.0,15.0,0,At Risk
13931,95.0,2.0,1237.53,618.765,725.0,56.0,0,At Risk
13932,294.0,1.0,307.4,307.4,72.0,16.0,2,Potential Loyalists
13933,108.0,2.0,608.7900000000001,304.39500000000004,205.0,23.0,0,At Risk
13934,263.0,1.0,922.1,922.1,390.0,31.0,2,Potential Loyalists
13936,179.0,1.0,376.58,376.58,330.0,26.0,2,Potential Loyalists
13937,168.0,1.0,158.85,158.85,123.0,9.0,2,Potential Loyalists
13938,34.0,1.0,71.66,71.66,70.0,7.0,0,At Risk
13939,22.0,3.0,568.55,189.51666666666665,847.0,43.0,0,At Risk
13940,16.0,4.0,839.14,209.785,516.0,39.0,0,At Risk
13941,21.0,5.0,5112.96,1022.592,2364.0,24.0,3,New Customers
13946,78.0,3.0,561.5699999999999,187.18999999999997,443.0,11.0,0,At Risk
13947,64.0,1.0,90.6,90.6,44.0,5.0,0,At Risk
13948,360.0,1.0,102.0,102.0,40.0,3.0,2,Potential Loyalists
13949,2.0,6.0,2427.32,404.55333333333334,2474.0,124.0,3,New Customers
13950,10.0,4.0,745.06,186.265,323.0,33.0,0,At Risk
13951,175.0,3.0,674.45,224.8166666666667,459.0,38.0,2,Potential Loyalists
13952,217.0,2.0,3251.071,1625.5355,1431.0,120.0,3,New Customers
13953,6.0,7.0,3515.68,502.23999999999995,2724.0,8.0,0,At Risk
13954,1.0,2.0,439.92,219.96,150.0,24.0,0,At Risk
13955,153.0,2.0,322.96,161.48,154.0,33.0,2,Potential Loyalists
13956,4.0,5.0,1026.42,205.28400000000002,491.0,123.0,0,At Risk
13959,78.0,3.0,598.2,199.4,357.0,79.0,0,At Risk
13960,20.0,2.0,230.22,115.11,142.0,11.0,0,At Risk
13962,21.0,2.0,169.55,84.775,87.0,11.0,0,At Risk
13963,307.0,4.0,664.54,166.135,460.0,35.0,2,Potential Loyalists
13967,145.0,1.0,80.7,80.7,42.0,2.0,2,Potential Loyalists
13969,6.0,18.0,9053.94,502.99666666666667,4542.0,334.0,3,New Customers
13971,18.0,8.0,2758.26,344.7825,1844.0,118.0,3,New Customers
13972,70.0,2.0,190.25,95.125,187.0,15.0,0,At Risk
13973,286.0,1.0,264.7,264.7,109.0,11.0,2,Potential Loyalists
13974,48.0,1.0,413.59000000000003,413.59000000000003,249.0,28.0,0,At Risk
13975,30.0,6.0,2526.28,421.0466666666667,1732.0,240.0,3,New Customers
13976,206.0,1.0,357.98,357.98,154.0,10.0,2,Potential Loyalists
13978,14.0,2.0,196.79000000000002,98.39500000000001,315.0,14.0,0,At Risk
13979,72.0,1.0,869.87,869.87,639.0,54.0,0,At Risk
13980,59.0,1.0,200.14,200.14,172.0,11.0,0,At Risk
13982,38.0,4.0,1871.81,467.9525,1136.0,72.0,0,At Risk
13983,29.0,12.0,2603.43,216.9525,1183.0,91.0,3,New Customers
13984,26.0,5.0,920.51,184.102,679.0,14.0,0,At Risk
13985,3.0,15.0,7060.13,470.67533333333336,3445.0,108.0,3,New Customers
13986,16.0,1.0,320.46,320.46,430.0,12.0,0,At Risk
13988,19.0,6.0,4147.96,691.3266666666667,3044.0,188.0,3,New Customers
13989,65.0,2.0,1266.08,633.04,1313.0,33.0,0,At Risk
13990,212.0,1.0,311.3,311.3,190.0,16.0,2,Potential Loyalists
13991,11.0,6.0,855.97,142.66166666666666,998.0,58.0,0,At Risk
13992,29.0,1.0,76.8,76.8,64.0,5.0,0,At Risk
13993,42.0,9.0,3466.36,385.1511111111111,900.0,66.0,3,New Customers
13994,3.0,6.0,2313.14,385.5233333333333,940.0,122.0,3,New Customers
13995,14.0,5.0,1393.69,278.738,879.0,55.0,0,At Risk
13999,9.0,12.0,3901.81,325.1508333333333,2243.0,102.0,3,New Customers
14000,210.0,1.0,635.66,635.66,710.0,15.0,2,Potential Loyalists
14001,45.0,3.0,2043.0800000000002,681.0266666666668,962.0,34.0,0,At Risk
14002,133.0,2.0,529.73,264.865,877.0,47.0,0,At Risk
14004,42.0,7.0,4582.64,654.6628571428572,2668.0,102.0,3,New Customers
14005,9.0,5.0,2874.72,574.944,2478.0,53.0,3,New Customers
14006,115.0,3.0,962.19,320.73,641.0,22.0,0,At Risk
14009,197.0,2.0,695.61,347.805,365.0,42.0,2,Potential Loyalists
14012,277.0,1.0,328.8,328.8,160.0,11.0,2,Potential Loyalists
14013,109.0,3.0,473.02,157.67333333333332,462.0,30.0,0,At Risk
14014,76.0,1.0,505.18,505.18,1076.0,39.0,0,At Risk
14015,52.0,1.0,917.34,917.34,378.0,20.0,0,At Risk
14016,161.0,4.0,4341.21,1085.3025,2125.0,154.0,3,New Customers
14019,46.0,3.0,1421.61,473.86999999999995,1037.0,37.0,0,At Risk
14020,16.0,2.0,642.8,321.4,441.0,37.0,0,At Risk
14021,154.0,3.0,631.9,210.63333333333333,192.0,22.0,2,Potential Loyalists
14022,224.0,1.0,440.0,440.0,487.0,28.0,2,Potential Loyalists
14023,6.0,2.0,584.07,292.035,345.0,30.0,0,At Risk
